일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),전운량(10분위),시정(10m),지면온도(°C)
2020-06-12 1:00,23.1,,0.4,99,,5,2000,22.8
2020-06-12 2:00,22.9,,0.3,99,,10,1987,23
2020-06-12 3:00,22.7,,0.5,99,,5,1872,22.7
2020-06-12 4:00,22.7,,0.3,99,,8,1624,23
2020-06-12 5:00,22.6,,0.9,99,,8,1313,22.6
2020-06-12 6:00,23,,0.6,99,0,8,1114,23.3
2020-06-12 7:00,23.9,,0.6,99,0,9,1327,24.9
2020-06-12 8:00,25.7,,0.3,98,0,6,1029,27.5
2020-06-12 9:00,25.7,,0,95,0,7,718,27.7
2020-06-12 10:00,26.9,,0.4,87,0.2,9,760,30.2
2020-06-12 11:00,27.9,,0.9,83,0.2,9,799,33.6
2020-06-12 12:00,27.5,,0.6,83,0,9,974,29.3
2020-06-12 13:00,28.3,,0.7,78,0,10,1030,31.2
2020-06-12 14:00,27.6,0,0.6,86,0,10,975,28.5
2020-06-12 15:00,26.3,0.2,0.4,99,0,10,426,27.9
2020-06-12 16:00,26.4,0.1,0.7,99,0,10,407,28
2020-06-12 17:00,26.9,,1.1,96,0,10,775,28.3
2020-06-12 18:00,26.4,0,0.8,94,0,10,863,26.7
2020-06-12 19:00,25.7,,1,99,0,10,795,25.7
2020-06-12 20:00,25,0.1,0.7,99,0,10,493,25.3
2020-06-12 21:00,24.1,2.5,0.4,99,,10,275,24.8
2020-06-12 22:00,22.4,2.3,1.8,99,,10,673,23.9
2020-06-12 23:00,20.6,7.5,1,99,,10,220,21.9
2020-06-13 0:00,20.5,6.6,0.6,99,,10,595,21.5
2020-06-13 1:00,20.1,2,0.3,99,,10,881,21.4
2020-06-13 2:00,20,0.6,0.5,99,,10,1150,21.4
2020-06-13 3:00,19.7,0.4,0.1,99,,10,1599,21.1
2020-06-13 4:00,19.5,1.1,0,99,,10,712,21
2020-06-13 5:00,19.7,2.2,0.4,99,,10,511,21
2020-06-13 6:00,19.8,2.1,0.4,99,0,10,1387,21
2020-06-13 7:00,20.2,0.2,0.4,99,0,10,1269,22.1
2020-06-13 8:00,20.6,0,0.7,99,0,10,1954,23.5
2020-06-13 9:00,21.6,,0.3,99,0,10,2000,25.8
2020-06-13 10:00,23.1,,0.6,96,0,9,2000,29.1
2020-06-13 11:00,24.1,,0.9,92,0.3,8,2000,32.2
2020-06-13 12:00,25,,0.7,85,0.4,8,2000,33.3
2020-06-13 13:00,28.2,,1,72,0.7,7,2000,36.4
2020-06-13 14:00,28.7,,0.7,67,1,7,2000,36.4
2020-06-13 15:00,28.8,,1.1,68,0.5,10,2000,33.3
2020-06-13 16:00,28,,0.6,73,0.1,10,2000,31.5
2020-06-13 17:00,27.5,0,1.1,77,0,10,2000,29.7
2020-06-13 18:00,27.2,,1.5,75,0.2,10,2000,27.6
2020-06-13 19:00,26.8,,0.7,77,0,10,2000,26.1
2020-06-13 20:00,25.9,,2.5,89,0,10,2000,25.1
2020-06-13 21:00,25.1,0,1,97,,8,2000,24.7
2020-06-13 22:00,24.7,,1,98,,9,1830,24.5
2020-06-13 23:00,24.7,,0.5,98,,10,1741,24.4
2020-06-14 0:00,24.1,0,0.4,99,,10,1329,24.4
2020-06-14 1:00,23.4,0,0.1,99,,10,888,24.3
2020-06-14 2:00,23.1,1.5,0.2,99,,10,265,24.1
2020-06-14 3:00,23.1,0.9,0.1,99,,10,233,24
2020-06-14 4:00,23.1,6.6,0.1,99,,10,204,23.8
2020-06-14 5:00,23,9.7,0.6,99,,10,142,23.8
2020-06-14 6:00,22.7,24.1,0.4,99,0,10,85,23.5
2020-06-14 7:00,23,14.9,0.3,99,0,10,168,23.7
2020-06-14 8:00,23.1,11.3,0.3,99,0,10,172,24.1
2020-06-14 9:00,23.4,6,0.1,99,0,10,499,24.9
2020-06-14 10:00,24.3,2.8,0.2,99,0,10,2000,27.2
2020-06-14 11:00,25.4,0.9,0.2,99,0,9,2000,29.4
2020-06-14 12:00,25.7,,0.9,99,0,9,2000,29.7
2020-06-14 13:00,26.4,,1.5,92,0,9,2000,29.9
2020-06-14 14:00,27.6,,1.4,89,0.2,9,2000,31.3
2020-06-14 15:00,29.3,,1.9,76,0.6,8,2000,35.5
2020-06-14 16:00,28.8,,2.6,71,1,5,2000,33.4
2020-06-14 17:00,28.6,,1.7,71,0.9,6,2000,31.4
2020-06-14 18:00,27.3,,3,70,0.8,6,2000,28.1
2020-06-14 19:00,26.3,,3.7,71,0.3,8,2000,25.2
2020-06-14 20:00,25,,2.7,63,0,7,2000,22.6
2020-06-14 21:00,23.9,,1.3,62,,7,2000,21.2
2020-06-14 22:00,22.4,,1,72,,5,2000,20.4
2020-06-14 23:00,22,,1.2,77,,7,2000,19.9
2020-06-15 0:00,22,,1.3,83,,7,2000,19.6
2020-06-15 1:00,21.8,,1,81,,7,2000,19.4
2020-06-15 2:00,21.6,,1.5,79,,0,2000,18.7
2020-06-15 3:00,20.8,,1.3,81,,0,2000,18.2
2020-06-15 4:00,20.1,,0.7,85,,0,1983,17.8
2020-06-15 5:00,19.2,,1,91,,0,1771,17.4
2020-06-15 6:00,19.7,,1,88,0.1,5,1964,17.9
2020-06-15 7:00,20.4,,1.4,84,1,6,1807,20.5
2020-06-15 8:00,22.8,,1.2,77,1,7,1839,21.2
2020-06-15 9:00,23.7,,1.3,65,0.9,8,2000,25.7
2020-06-15 10:00,24.5,,2,60,0.9,7,2000,29
2020-06-15 11:00,27.2,,1.7,54,0.9,8,2000,33.3
2020-06-15 12:00,28.7,,2.2,51,1,6,2000,36.5
2020-06-15 13:00,29.1,,2.2,46,1,5,2000,38.2
2020-06-15 14:00,29.4,,1.7,46,1,7,2000,39.4
2020-06-15 15:00,29.5,,2,47,1,6,2000,39.8
2020-06-15 16:00,29.5,,1.9,47,1,5,2000,38.8
2020-06-15 17:00,28.9,,2,46,0.9,2,2000,35.6
2020-06-15 18:00,28.5,,1.4,51,1,4,2000,32.4
2020-06-15 19:00,27.1,,1.3,59,0.7,2,2000,28
2020-06-15 20:00,25.5,,1.1,63,0,7,2000,25.1
2020-06-15 21:00,23.9,,1.3,72,,8,2000,23.5
2020-06-15 22:00,23.7,,1,67,,9,2000,22.5
2020-06-15 23:00,23.3,,1.2,62,,9,2000,21.6
2020-06-16 0:00,22.5,,0.5,67,,9,2000,20.9
2020-06-16 1:00,21,,1,79,,9,2000,20.3
2020-06-16 2:00,20.2,,1.4,82,,9,2000,19.6
2020-06-16 3:00,19.7,,1.7,79,,8,2000,18.8
2020-06-16 4:00,18.4,,0.8,83,,7,2000,17.8
2020-06-16 5:00,17.5,,0.6,85,,0,2000,17
2020-06-16 6:00,17.6,,0.9,87,0.1,0,2000,17.1
2020-06-16 7:00,19.8,,0.3,75,1,0,2000,19.7
2020-06-16 8:00,22.6,,1.6,66,1,0,2000,20.2
2020-06-16 9:00,23.7,,1.3,63,1,6,1977,27.5
2020-06-16 10:00,24.9,,1.4,64,1,0,1822,33.8
2020-06-16 11:00,26.2,,1.2,62,1,0,1947,38.4
2020-06-16 12:00,28,,1.4,55,1,2,1972,42
2020-06-16 13:00,28.3,,1,51,1,2,2000,44.3
2020-06-16 14:00,29.9,,1.1,46,1,1,1988,45.2
2020-06-16 15:00,28.7,,0.9,44,1,5,2000,44.1
2020-06-16 16:00,28.6,,1.2,43,1,7,2000,40.9
2020-06-16 17:00,29,,0.5,45,0.9,7,2000,36.7
2020-06-16 18:00,28.1,,0.7,56,0.9,6,2000,33.4
2020-06-16 19:00,26.3,,0.7,64,0.2,6,2000,30
2020-06-16 20:00,26,,0.5,57,0,5,2000,27
2020-06-16 21:00,24.8,,1.4,57,,5,2000,25.3
2020-06-16 22:00,24.3,,1.9,57,,7,2000,24.3
2020-06-16 23:00,23.7,,1.4,58,,9,2000,23.4
2020-06-17 0:00,23.3,,1.7,59,,9,2000,22.8
2020-06-17 1:00,21.3,,1.2,77,,10,2000,22.1
2020-06-17 2:00,20,,1,85,,8,2000,21.2
2020-06-17 3:00,19.4,,1.2,89,,8,2000,20.6
2020-06-17 4:00,18.9,,0.8,92,,10,2000,20
2020-06-17 5:00,18.5,,1.2,95,,10,2000,19.6
2020-06-17 6:00,18.8,,0.6,94,0.1,9,2000,20
2020-06-17 7:00,19.5,,0.8,92,0.1,7,2000,21.5
2020-06-17 8:00,20.7,,0.2,81,0.1,9,2000,23.7
2020-06-17 9:00,22.6,,0.8,73,0.4,8,2000,28.2
2020-06-17 10:00,23.3,,0.6,65,0.6,7,2000,31.8
2020-06-17 11:00,25.7,,1,58,1,8,2000,36.4
2020-06-17 12:00,26.1,,1,56,0.7,9,2000,36.1
2020-06-17 13:00,26.5,,1.7,56,0.1,10,2000,35.9
2020-06-17 14:00,26.2,,1.1,56,0.4,9,2000,35.9
2020-06-17 15:00,26.9,,0.9,54,0.5,9,2000,36.6
2020-06-17 16:00,27.1,,0.9,57,0.6,8,2000,36.3
2020-06-17 17:00,25.8,,0.8,63,0.1,10,2000,31.5
2020-06-17 18:00,25.3,,0.5,67,0,10,2000,29.2
2020-06-17 19:00,24.5,,0.4,73,0,10,1971,27.1
2020-06-17 20:00,23.6,,0.5,81,0,10,2000,25.5
2020-06-17 21:00,23.5,,0.5,83,,10,2000,24.8
2020-06-17 22:00,23.4,,0.3,81,,10,2000,24
2020-06-17 23:00,22.8,,0.9,83,,10,2000,23.5
2020-06-18 0:00,22.3,,0.5,89,,10,1952,23.1
2020-06-18 1:00,22,,0.4,91,,10,1855,22.8
2020-06-18 2:00,20.6,0.1,0.8,99,,10,951,22.1
2020-06-18 3:00,20.1,0.1,0.7,99,,10,552,21.6
2020-06-18 4:00,19.6,0,0.8,99,,10,372,21.3
2020-06-18 5:00,19.7,0,0.4,99,,10,338,21.3
2020-06-18 6:00,20,0,0.7,99,0,10,440,21.3
2020-06-18 7:00,19.6,0.2,0.5,99,0,10,483,21.7
2020-06-18 8:00,19.8,0,1.6,80,0,10,2000,21.3
2020-06-18 9:00,19.6,0,1.1,80,0,10,2000,21.4
2020-06-18 10:00,19.7,0,1.4,80,0,10,2000,22.1
2020-06-18 11:00,20.2,0.2,0.3,87,0,10,2000,23.9
2020-06-18 12:00,19.7,0.4,0.6,96,0,10,1612,24.1
2020-06-18 13:00,19.6,0.5,1.2,99,0,10,947,23.8
2020-06-18 14:00,19.8,0.3,0.1,98,0,10,1969,24
2020-06-18 15:00,19.5,0.8,1.2,99,0,10,1579,24.1
2020-06-18 16:00,19.9,0.1,0.7,99,0,10,1554,24
2020-06-18 17:00,19.9,0.1,0.6,99,0,10,1991,23.1
2020-06-18 18:00,20.3,0,1.2,97,0,10,2000,23
2020-06-18 19:00,19.3,0.1,0.7,99,0,9,1964,21.7
2020-06-18 20:00,18.9,0,0.7,99,0,9,1970,20.8
2020-06-18 21:00,18.7,0,0.2,99,,10,1696,20.4
2020-06-18 22:00,19.3,0,0.7,99,,10,2000,20
2020-06-18 23:00,19.1,0,0.4,99,,8,2000,19.6
2020-06-19 0:00,18.2,,0.8,99,,6,1646,19.3
2020-06-19 1:00,18,0,0.5,99,,7,1946,19.3
2020-06-19 2:00,18,0.1,0.8,99,,10,1992,19.3
2020-06-19 3:00,17.6,0.1,0.6,99,,7,2000,19
2020-06-19 4:00,17.6,,0.4,99,,7,1976,18.8
2020-06-19 5:00,17.6,,0.2,99,,10,1657,18.8
2020-06-19 6:00,17.7,0,0.5,99,0,10,1807,19
2020-06-19 7:00,18.6,,0.4,99,0.3,9,1672,20.6
2020-06-19 8:00,19.2,,0.5,99,0.1,9,1858,21.4
2020-06-19 9:00,22,,0.4,90,0.9,6,2000,26.5
2020-06-19 10:00,23.5,,1.1,74,1,5,2000,31.6
2020-06-19 11:00,24.4,,1,66,1,4,2000,34.8
2020-06-19 12:00,26.5,,0.7,65,1,3,1991,36.3
2020-06-19 13:00,27.4,,1.2,61,1,1,2000,37.4
2020-06-19 14:00,27.3,,0.8,55,1,5,2000,39.4
2020-06-19 15:00,28.6,,1,50,0.9,5,2000,39.7
2020-06-19 16:00,29.1,,1,48,1,0,2000,39.4
2020-06-19 17:00,28.2,,0.6,47,0.9,0,2000,36.7
2020-06-19 18:00,27.9,,1.1,47,1,4,2000,32.9
2020-06-19 19:00,25.8,,0.9,63,0.7,1,2000,28
2020-06-19 20:00,23.6,,0.5,71,0,3,2000,25
2020-06-19 21:00,23.9,,0.4,77,,6,2000,24.3
2020-06-19 22:00,23.5,,1.7,76,,9,2000,23.6
2020-06-19 23:00,22.8,,0.7,76,,6,2000,23
2020-06-20 0:00,22,,2.4,80,,6,2000,22.3
2020-06-20 1:00,21.5,,1.2,82,,8,2000,22
2020-06-20 2:00,21.2,,1.4,84,,7,2000,21.3
2020-06-20 3:00,21.1,,0.7,83,,9,2000,21.5
2020-06-20 4:00,21,,1.2,83,,8,2000,21.2
2020-06-20 5:00,21.1,,1.6,81,,9,2000,21
2020-06-20 6:00,20.9,,1.1,83,0,5,2000,21.2
2020-06-20 7:00,21.7,,0.9,84,0.6,6,2000,22.7
2020-06-20 8:00,22.2,,1.1,77,0.3,7,2000,25.3
2020-06-20 9:00,22.9,,0.9,73,0.1,7,2000,28.7
2020-06-20 10:00,23.9,,0.8,70,0.1,9,1990,31.5
2020-06-20 11:00,26.2,,0.8,64,0.6,7,1989,38.4
2020-06-20 12:00,25.5,,1.3,62,1,6,1969,42.5
2020-06-20 13:00,27.8,,1.2,60,1,6,2000,44.8
2020-06-20 14:00,27.5,,1.3,60,1,6,2000,45.5
2020-06-20 15:00,28.6,,0.8,54,1,0,2000,44.5
2020-06-20 16:00,28.1,,0.9,56,0.9,3,2000,41.9
2020-06-20 17:00,28.1,,1.4,59,0.9,0,2000,39.3
2020-06-20 18:00,27.9,,1.2,59,1,0,2000,35.5
2020-06-20 19:00,26.8,,0.6,64,0.7,0,2000,30.1
2020-06-20 20:00,24.4,,0.5,77,0,0,2000,27.1
2020-06-20 21:00,24.4,,0.3,74,,6,1923,25.4
2020-06-20 22:00,24.5,,1.4,72,,1,2000,24.3
2020-06-20 23:00,23.8,,0.6,77,,4,2000,23.9
2020-06-21 0:00,23,,0.2,81,,,2000,23.1
2020-06-21 1:00,21.3,,0.4,93,,6,1887,22.8
2020-06-21 2:00,20.5,,0.4,98,,8,1508,21.9
2020-06-21 3:00,19.8,,0.6,98,,5,1659,21
2020-06-21 4:00,19.3,,0.5,99,,3,1447,20.4
2020-06-21 5:00,18.8,,1.2,99,,2,1234,19.8
2020-06-21 6:00,18.8,,0.8,99,0,1,1189,20
2020-06-21 7:00,20.2,,0.2,98,1,1,1473,22
2020-06-21 8:00,21.8,,0.3,86,1,1,1685,23.7
2020-06-21 9:00,23.4,,0.8,81,1,0,1552,30.3
2020-06-21 10:00,25,,1.2,75,1,0,1672,36.3
2020-06-21 11:00,26.5,,1,68,1,0,1827,41.3
2020-06-21 12:00,28.4,,1.5,64,1,3,1968,45.4
2020-06-21 13:00,30.2,,1.5,59,1,6,1981,47.3
2020-06-21 14:00,29.3,,0.7,56,0.8,3,1975,47.8
2020-06-21 15:00,30,,1,58,0.8,0,1995,45.6
2020-06-21 16:00,29.2,,1.1,60,1,0,2000,44.4
2020-06-21 17:00,28,,1.1,62,0.9,0,2000,37.8
2020-06-21 18:00,27.6,,1.2,62,1,0,2000,34.3
2020-06-21 19:00,26.1,,0.9,61,0.8,0,2000,29.4
2020-06-21 20:00,25.3,,1.6,53,0,2,2000,26.3
2020-06-21 21:00,24.7,,0.6,53,,2,2000,24.7
2020-06-21 22:00,21.7,,0.5,86,,1,2000,23.1
2020-06-21 23:00,20.6,,1,93,,0,2000,22
2020-06-22 0:00,19.6,,0.9,95,,,2000,21
2020-06-22 1:00,18.8,,0.6,95,,0,2000,20.2
2020-06-22 2:00,18,,1,97,,0,2000,19.5
2020-06-22 3:00,17.4,,0.8,97,,0,2000,18.9
2020-06-22 4:00,17.1,,0.7,98,,0,2000,18.4
2020-06-22 5:00,16.6,,0.7,99,,0,2000,18.1
2020-06-22 6:00,17.1,,0.6,99,0.1,0,2000,18.5
2020-06-22 7:00,19.4,,0.4,85,1,0,2000,20.9
2020-06-22 8:00,21.5,,0.4,80,1,0,2000,22
2020-06-22 9:00,23.6,,0.7,70,1,0,1927,30
2020-06-22 10:00,26.3,,0.4,59,1,0,2000,37.1
2020-06-22 11:00,27.1,,0.7,57,1,0,2000,42.8
2020-06-22 12:00,29.6,,0.6,57,1,1,2000,47.3
2020-06-22 13:00,30.9,,1.2,48,1,0,1994,50
2020-06-22 14:00,31.4,,1,50,1,0,2000,50.6
2020-06-22 15:00,31.9,,0.9,47,1,0,2000,49.8
2020-06-22 16:00,31.8,,1.3,42,1,0,2000,47.2
2020-06-22 17:00,32.2,,1.2,39,0.9,0,2000,43.4
2020-06-22 18:00,31.3,,0.4,47,1,0,2000,38.4
2020-06-22 19:00,28.3,,0.9,57,0.7,0,2000,31.4
2020-06-22 20:00,26.6,,0.8,61,0,0,2000,27.9
2020-06-22 21:00,25,,0.2,73,,4,2000,25.9
2020-06-22 22:00,24.1,,1.3,79,,4,2000,24.8
2020-06-22 23:00,23,,1.1,87,,0,2000,23.8
2020-06-23 0:00,22.3,,0.8,91,,,2000,23
2020-06-23 1:00,22,,0.6,97,,1,1987,22.4
2020-06-23 2:00,21,,0.7,98,,0,1992,21.8
2020-06-23 3:00,20.7,,0.5,99,,1,1950,21.4
2020-06-23 4:00,20.3,,0.8,99,,3,1867,21.1
2020-06-23 5:00,20.1,,0.9,99,,4,1776,20.7
2020-06-23 6:00,19.8,,0.8,99,0,4,1546,20.7
2020-06-23 7:00,21.8,,0.1,98,0.7,7,1205,23.4
2020-06-23 8:00,23.3,,0.2,88,0.5,6,1602,25.2
2020-06-23 9:00,26.3,,1.3,71,1,6,1917,33.2
2020-06-23 10:00,28.2,,1.4,67,1,5,1953,37.4
2020-06-23 11:00,28.8,,1.3,63,1,6,1706,43.2
2020-06-23 12:00,30.2,,1.9,58,1,3,1913,48.5
2020-06-23 13:00,31.7,,1.4,50,1,2,1974,51.1
2020-06-23 14:00,31.1,,2.2,48,1,7,2000,50.9
2020-06-23 15:00,31.4,,1,48,1,7,2000,48.4
2020-06-23 16:00,31.2,,1.4,42,0.8,7,2000,44
2020-06-23 17:00,31.9,,0.9,36,0.9,5,2000,42.1
2020-06-23 18:00,30.1,,0.3,50,0.3,9,2000,35.2
2020-06-23 19:00,29,,0.4,50,0,9,2000,31.3
2020-06-23 20:00,28.5,,1,47,0,10,2000,28.5
2020-06-23 21:00,28.3,,0.9,51,,10,2000,27.1
2020-06-23 22:00,27.6,,1,53,,10,2000,26.5
2020-06-23 23:00,26.5,,0.9,59,,10,2000,25.3
2020-06-24 0:00,26.2,,1.4,62,,,2000,24.8
2020-06-24 1:00,25.1,,1.9,67,,8,2000,24.3
2020-06-24 2:00,24.6,,1.6,71,,10,2000,24.3
2020-06-24 3:00,23.7,,1.6,75,,10,2000,24
2020-06-24 4:00,23.3,,1.8,76,,10,2000,23.7
2020-06-24 5:00,22.9,,1.2,78,,10,2000,23.4
2020-06-24 6:00,22.7,,0.9,81,0,10,1983,23.4
2020-06-24 7:00,22.8,,1.2,80,0,10,1925,24.2
2020-06-24 8:00,23,,0.6,77,0,10,1968,25.5
2020-06-24 9:00,23.6,0,1.9,74,0,10,1945,27.6
2020-06-24 10:00,22.6,0,1,81,0,10,1902,24.9
2020-06-24 11:00,22,0.2,0.9,89,0,10,1489,24.3
2020-06-24 12:00,22.4,0.1,1.5,89,0,10,1705,25.4
2020-06-24 13:00,23.3,0,1.9,83,0,10,2000,27.1
2020-06-24 14:00,23.2,0,1.1,83,0,10,1985,26.1
2020-06-24 15:00,22.7,0.1,1.6,92,0,10,1138,24.3
2020-06-24 16:00,22,1.6,2,99,0,10,383,24.4
2020-06-24 17:00,22.1,2.4,2.2,99,0,10,389,23.7
2020-06-24 18:00,21.9,1.4,1.9,99,0,10,555,22.9
2020-06-24 19:00,21.6,0.2,1.4,99,0,0,1527,22.6
2020-06-24 20:00,21,0,1.9,99,0,6,1475,22.1
2020-06-24 21:00,20.6,0,1.2,99,,9,492,21.9
2020-06-24 22:00,20.4,0.1,0.5,99,,9,377,21.9
2020-06-24 23:00,20.4,0.1,0.9,99,,8,439,21.7
2020-06-25 0:00,20.3,0,0.8,99,,,292,21.9
2020-06-25 1:00,20.5,,1.3,99,,9,772,21.9
2020-06-25 2:00,20.6,,0.9,99,,8,479,21.9
2020-06-25 3:00,20.4,,0.5,99,,10,502,21.9
2020-06-25 4:00,20.4,,0.3,99,,5,394,21.9
2020-06-25 5:00,20.3,0,0,99,,8,269,21.9
2020-06-25 6:00,20.5,0,0,99,0,6,443,22.1
2020-06-25 7:00,21,,0.2,99,0,9,501,22.7
2020-06-25 8:00,21.1,,0.1,99,0,9,484,23.8
2020-06-25 9:00,21.2,,0.7,99,0,9,344,23.9
2020-06-25 10:00,21.5,,0.3,99,0,9,419,23.9
2020-06-25 11:00,22,0,0.3,99,0,9,550,25.4
2020-06-25 12:00,22.8,,0.3,99,0,10,602,25.7
2020-06-25 13:00,23.5,,0.7,99,0,9,757,27.5
2020-06-25 14:00,23.8,0,0.8,99,0,10,695,27.7
2020-06-25 15:00,24.1,0,0.9,99,0,9,882,27
2020-06-25 16:00,24.1,0.1,0.8,99,0,10,629,26.9
2020-06-25 17:00,24.3,0.2,0.8,99,0,9,606,27.1
2020-06-25 18:00,24.3,,0.3,99,0,10,744,26.7
2020-06-25 19:00,24.1,,0.8,99,0,9,718,25.5
2020-06-25 20:00,23.7,0,0.3,99,0,10,753,24.7
2020-06-25 21:00,23,0.1,0.9,99,,10,994,23.9
2020-06-25 22:00,22.7,,1.1,99,,8,1425,23.1
2020-06-25 23:00,22.4,,1.4,98,,10,2000,22.3
2020-06-26 0:00,21.4,,0.9,99,,,1923,21.5
2020-06-26 1:00,20.9,,1.5,99,,10,1314,21.2
2020-06-26 2:00,20.5,,0.3,99,,9,1471,21
2020-06-26 3:00,20.4,,0.8,99,,10,2000,20.5
2020-06-26 4:00,20.7,,0.5,99,,10,2000,20.9
2020-06-26 5:00,20.4,,0,99,,9,2000,21.1
2020-06-26 6:00,20.7,,0.6,99,0,0,2000,21.3
2020-06-26 7:00,21.8,,0.9,92,0,9,2000,22.1
2020-06-26 8:00,22.8,,2.2,86,0.2,10,2000,23.7
2020-06-26 9:00,23.2,,1.5,85,0.6,10,2000,25.7
2020-06-26 10:00,24.3,,2.1,81,0.8,7,2000,29.4
2020-06-26 11:00,25,,2.4,70,0.6,10,2000,31.3
2020-06-26 12:00,26.3,,2.4,64,0.7,6,2000,34.5
2020-06-26 13:00,27.1,,2,61,1,,2000,37.1
2020-06-26 14:00,27.9,,2.4,60,1,7,2000,39.1
2020-06-26 15:00,28.5,,2.3,64,1,6,2000,40.3
2020-06-26 16:00,28.4,,1.6,58,1,3,2000,39.2
2020-06-26 17:00,28.3,,1.3,59,0.9,4,2000,37.2
2020-06-26 18:00,27.6,,1.5,62,1,5,2000,33.4
2020-06-26 19:00,26.4,,0.7,69,0.5,7,1999,29.3
2020-06-26 20:00,24.4,,1,82,0,7,1760,26.3
2020-06-26 21:00,23.2,,2.2,87,,,1713,24.3
2020-06-26 22:00,23.1,,1.3,87,,,1814,23.4
2020-06-26 23:00,22.3,,0.3,94,,,1628,23
2020-06-27 0:00,21.9,,0.4,97,,,1592,22.3
2020-06-27 1:00,21.2,,0.5,98,,6,1490,21.5
2020-06-27 2:00,20.5,,0.7,99,,7,1269,21
2020-06-27 3:00,20.2,,0.3,99,,8,1275,20.6
2020-06-27 4:00,19.9,,0,99,,8,1157,20.2
2020-06-27 5:00,19.4,,0.9,99,,8,992,20.1
2020-06-27 6:00,19.7,,0.6,99,0,10,1038,20.7
2020-06-27 7:00,20.6,,0.1,99,0,10,1205,22
2020-06-27 8:00,21.6,,0.7,98,0,10,1353,23.7
2020-06-27 9:00,22.8,,0.5,97,0,10,1245,25.1
2020-06-27 10:00,23.8,0,0.4,88,0,10,1399,27.2
2020-06-27 11:00,24.8,,0.3,81,0,10,1701,29.3
2020-06-27 12:00,25.8,0,0.9,81,0,10,1212,31
2020-06-27 13:00,27.1,,0.6,68,0.2,9,1953,34.9
2020-06-27 14:00,28,,1,60,0.9,8,2000,38.7
2020-06-27 15:00,28.6,,0.5,54,0.8,3,2000,39.4
2020-06-27 16:00,29.1,,0.8,56,0.8,5,2000,39.4
2020-06-27 17:00,29.7,,0.7,57,0.9,7,2000,38.4
2020-06-27 18:00,28.3,,0.4,67,0.4,7,1982,33.7
2020-06-27 19:00,26.4,,0.4,80,0.4,7,1997,30.1
2020-06-27 20:00,25.4,,0.9,87,0,7,1780,27.7
2020-06-27 21:00,24.5,,0.8,93,,8,1468,26.2
2020-06-27 22:00,23.3,,0.7,96,,3,1477,24.6
2020-06-27 23:00,22.3,,0.5,97,,3,1540,23.3
2020-06-28 0:00,22.1,,1,98,,,1377,22.5
2020-06-28 1:00,21.4,,0.4,99,,4,1174,21.9
2020-06-28 2:00,21.1,,0.4,99,,4,1077,21.3
2020-06-28 3:00,21.4,,0.4,99,,2,1240,20.8
2020-06-28 4:00,20.6,,0.2,99,,0,1044,20.4
2020-06-28 5:00,20.2,,0.4,99,,0,817,19.9
2020-06-28 6:00,20.1,,0.2,99,0,0,744,20.3
2020-06-28 7:00,22.2,,0.6,99,0.8,0,927,22.4
2020-06-28 8:00,24.4,,1.7,85,1,0,1202,24.6
2020-06-28 9:00,26.1,,2,72,1,0,1117,30.6
2020-06-28 10:00,27,,1.4,70,1,7,1194,36.4
2020-06-28 11:00,28.1,,1.6,66,0.9,3,1444,40
2020-06-28 12:00,28.7,,2,65,1,4,1335,44
2020-06-28 13:00,28.5,,1.2,59,1,0,1678,47.8
2020-06-28 14:00,29.6,,1.9,57,1,1,1954,48.8
2020-06-28 15:00,29.7,,1.2,53,1,0,1992,49
2020-06-28 16:00,30.5,,1.6,55,1,1,2000,46.7
2020-06-28 17:00,30,,1.8,53,0.9,0,2000,42.7
2020-06-28 18:00,29.5,,1.4,53,1,0,2000,38
2020-06-28 19:00,28.4,,1.7,56,0.7,0,2000,31.4
2020-06-28 20:00,25.5,,1,74,0,1,2000,27.9
2020-06-28 21:00,23.7,,0.7,80,,3,1981,26
2020-06-28 22:00,24,,0.5,80,,4,1995,25.6
2020-06-28 23:00,23,,1.5,88,,3,1790,24.4
2020-06-29 0:00,21.9,,1.4,96,,,1447,23.4
2020-06-29 1:00,21.3,,1,98,,1,1198,22.6
2020-06-29 2:00,20.5,,0.6,99,,2,1017,21.9
2020-06-29 3:00,20.2,,0.7,99,,0,894,21.4
2020-06-29 4:00,19.7,,0.5,99,,8,818,21
2020-06-29 5:00,19.5,,0.9,99,,7,733,20.9
2020-06-29 6:00,19.9,,0.5,99,0,9,750,21.4
2020-06-29 7:00,20.9,,0.2,99,0,8,836,23.6
2020-06-29 8:00,22.1,,0.1,97,0,10,711,25.5
2020-06-29 9:00,23.8,,0.9,92,0,10,668,28.5
2020-06-29 10:00,24.5,,1.3,85,0,10,725,29
2020-06-29 11:00,24.5,,1.9,85,0,10,628,30.3
2020-06-29 12:00,24.7,,1.4,83,0,10,581,30.9
2020-06-29 13:00,24.9,,1.4,84,0,10,499,30.2
2020-06-29 14:00,25.9,,1.6,79,0,10,678,33.9
2020-06-29 15:00,25.6,,1.2,81,0,10,652,31.2
2020-06-29 16:00,23.8,0.2,0.6,97,0,10,342,27.6
2020-06-29 17:00,22.2,1.8,0.8,99,0,10,344,25.1
2020-06-29 18:00,21.3,2.5,1,99,0,10,464,23.2
2020-06-29 19:00,20.8,3.6,1.6,99,0,10,551,22.4
2020-06-29 20:00,20.8,3.6,1.4,99,0,10,295,22
