Time - Plot 0,Power(kW) - Plot 0
10:28:40,203.967
10:28:50,203.792
10:29:00,203.618
10:29:10,203.443
10:29:20,203.268
10:29:30,203.094
10:29:40,202.919
10:29:50,202.745
10:30:00,202.57
10:30:10,202.395
10:30:20,202.221
10:30:30,202.046
10:30:40,201.872
10:30:50,201.697
10:31:00,201.522
10:31:10,201.348
10:31:20,201.173
10:31:30,200.998
10:31:40,200.824
10:31:50,200.649
10:32:00,200.475
10:32:10,200.3
10:32:20,200.125
10:32:30,199.951
10:32:40,199.776
10:32:50,199.602
10:33:00,199.427
10:33:10,199.252
10:33:20,199.078
10:33:30,198.903
10:33:40,198.729
10:33:50,198.554
10:34:00,198.379
10:34:10,198.205
10:34:20,198.03
10:34:30,197.855
10:34:40,197.681
10:34:50,197.506
10:35:00,197.332
10:35:10,197.157
10:35:20,196.982
10:35:30,196.808
10:35:40,196.633
10:35:50,196.459
10:36:00,196.284
10:36:10,196.109
10:36:20,195.935
10:36:30,195.76
10:36:40,195.586
10:36:50,195.411
10:37:00,195.236
10:37:10,195.062
10:37:20,194.887
10:37:30,194.712
10:37:40,194.538
10:37:50,194.363
10:38:00,194.189
10:38:10,194.014
10:38:20,193.839
10:38:30,193.665
10:38:40,193.49
10:38:50,193.316
10:39:00,193.141
10:39:10,192.966
10:39:20,192.792
10:39:30,192.617
10:39:40,192.443
10:39:50,192.268
10:40:00,192.093
10:40:10,191.919
10:40:20,191.744
10:40:30,191.569
10:40:40,191.395
10:40:50,191.22
10:41:00,191.046
10:41:10,190.871
10:41:20,190.696
10:41:30,190.522
10:41:40,190.347
10:41:50,190.173
10:42:00,189.998
10:42:10,189.823
10:42:20,189.649
10:42:30,189.474
10:42:40,189.3
10:42:50,189.125
10:43:00,188.95
10:43:10,188.776
10:43:20,188.601
10:43:30,188.426
10:43:40,188.252
10:43:50,188.077
10:44:00,187.903
10:44:10,187.728
10:44:20,187.553
10:44:30,187.379
10:44:40,187.204
10:44:50,187.03
10:45:00,186.855
10:45:10,186.68
10:45:20,186.506
10:45:30,186.331
10:45:40,186.157
10:45:50,185.982
10:46:00,185.807
10:46:10,185.633
10:46:20,185.458
10:46:30,185.283
10:46:40,185.109
10:46:50,184.934
10:47:00,184.76
10:47:10,184.585
10:47:20,184.41
10:47:30,184.236
10:47:40,184.061
10:47:50,183.887
10:48:00,183.712
10:48:10,183.537
10:48:20,183.363
10:48:30,183.188
10:48:40,183.014
10:48:50,182.839
10:49:00,182.664
10:49:10,182.49
10:49:20,182.315
10:49:30,182.14
10:49:40,181.966
10:49:50,181.791
10:50:00,181.617
10:50:10,181.442
10:50:20,181.267
10:50:30,181.093
10:50:40,180.918
10:50:50,180.744
10:51:00,180.569
10:51:10,180.394
10:51:20,180.22
10:51:30,180.045
10:51:40,179.871
10:51:50,179.696
10:52:00,179.521
10:52:10,179.347
10:52:20,179.172
10:52:30,178.997
10:52:40,178.823
10:52:50,178.648
10:53:00,178.474
10:53:10,178.299
10:53:20,178.124
10:53:30,177.95
10:53:40,177.775
10:53:50,177.601
10:54:00,177.426
10:54:10,177.251
10:54:20,177.077
10:54:30,176.902
10:54:40,176.728
10:54:50,176.553
10:55:00,176.378
10:55:10,176.204
10:55:20,176.029
10:55:30,175.854
10:55:40,175.68
10:55:50,175.505
10:56:00,175.331
10:56:10,175.156
10:56:20,174.981
10:56:30,174.807
10:56:40,174.632
10:56:50,174.458
10:57:00,174.283
10:57:10,174.108
10:57:20,173.934
10:57:30,173.759
10:57:40,173.585
10:57:50,173.41
10:58:00,173.235
10:58:10,173.061
10:58:20,172.886
10:58:30,172.711
10:58:40,172.537
10:58:50,172.362
10:59:00,172.188
10:59:10,172.013
10:59:20,171.838
10:59:30,171.664
10:59:40,171.489
10:59:50,171.315
11:00:00,171.14
