瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),矫沥(10m),瘤搁柯档(∑C)
279,备固,2020-10-01 8:00,15.1,,0.1,0,85,0.1,,0,2000,17.6
279,备固,2020-10-01 9:00,17.5,,0.3,0,74,1,,1,2000,24.5
279,备固,2020-10-01 10:00,20,,0.9,110,62,1,,0,2000,31.9
279,备固,2020-10-01 11:00,21.3,,1.1,90,58,1,,1,2000,38.3
279,备固,2020-10-01 12:00,22.9,,1.7,110,52,1,,2,2000,42.8
279,备固,2020-10-01 13:00,23.6,,1.6,70,48,1,,3,2000,44.9
279,备固,2020-10-01 14:00,23.2,,1.1,160,49,0.9,,3,2000,36.9
279,备固,2020-10-01 15:00,23.3,,0.5,270,53,0.1,,2,2000,30.1
279,备固,2020-10-01 16:00,24.1,,0.7,200,47,0.6,,0,2000,31.4
279,备固,2020-10-01 17:00,22.8,,0.7,250,54,0.9,,3,2000,27.4
279,备固,2020-10-01 18:00,21.1,,1.1,230,66,0.2,,7,2000,23.7
279,备固,2020-10-01 19:00,19.5,,0.6,250,74,0,,3,2000,21.3
279,备固,2020-10-01 20:00,21.5,,0.8,110,62,,,9,2000,21.7
279,备固,2020-10-01 21:00,20.5,,0.9,110,65,,,10,2000,21.2
279,备固,2020-10-01 22:00,20.1,,1.7,90,68,,,8,2000,20.4
279,备固,2020-10-01 23:00,19.4,,1.8,90,72,,,7,2000,19.1
279,备固,2020-10-02 0:00,19,,0.4,0,75,,,9,2000,19.1
279,备固,2020-10-02 1:00,19,,1.2,140,75,,,9,2000,19.2
279,备固,2020-10-02 2:00,18,,0.6,290,82,,,9,2000,18.7
279,备固,2020-10-02 3:00,16.4,,1.4,270,90,,,5,2000,17
279,备固,2020-10-02 4:00,16,,1,270,91,,,6,1940,16.2
279,备固,2020-10-02 5:00,15.3,,0.6,290,93,,,8,1480,15.6
279,备固,2020-10-02 6:00,15.4,,0,0,93,,,5,1440,15.3
279,备固,2020-10-02 7:00,15.3,,0.3,0,94,0,,5,1500,15.9
279,备固,2020-10-02 8:00,17.4,,0.4,0,87,0.1,,6,1470,19.7
279,备固,2020-10-02 9:00,19.3,,0.3,0,77,1,,1,2000,25.9
279,备固,2020-10-02 10:00,21.3,,1,70,69,1,,0,2000,32.9
279,备固,2020-10-02 11:00,22,,0.3,0,66,0.4,,5,2000,30.5
279,备固,2020-10-02 12:00,23.4,,1.4,110,58,0.9,,4,2000,40.8
279,备固,2020-10-02 13:00,24.6,,0.7,110,55,0.8,,7,2000,42.2
279,备固,2020-10-02 14:00,24.8,,0.9,180,53,1,,7,2000,42.2
279,备固,2020-10-02 15:00,25.4,,0.6,230,50,0.8,,7,2000,39.4
279,备固,2020-10-02 16:00,25.3,,1.8,270,47,1,,4,2000,35.3
279,备固,2020-10-02 17:00,23.6,,0.8,250,61,0.4,,9,2000,29.9
279,备固,2020-10-02 18:00,21.7,,0.5,250,67,0,,10,2000,25.1
279,备固,2020-10-02 19:00,20.8,,1.5,270,70,0,,10,2000,22.5
279,备固,2020-10-02 20:00,20,,0.5,290,72,,,9,2000,21.2
279,备固,2020-10-02 21:00,19.6,,0.1,0,74,,,10,2000,20.4
279,备固,2020-10-02 22:00,19.5,,0.7,270,73,,,10,2000,19.9
279,备固,2020-10-02 23:00,19,,0.3,0,75,,,10,2000,19.7
279,备固,2020-10-03 0:00,18.6,,0.5,250,79,,,10,2000,19.6
279,备固,2020-10-03 1:00,18.3,,0.7,270,81,,,10,2000,19.5
279,备固,2020-10-03 2:00,18.3,,0.4,0,79,,,10,2000,19.3
279,备固,2020-10-03 3:00,18,0,0.2,0,83,,,10,2000,19.1
279,备固,2020-10-03 4:00,17.2,0.2,0.3,0,90,,,10,950,18.6
279,备固,2020-10-03 5:00,17,0.4,0.4,0,94,,,10,980,18.3
279,备固,2020-10-03 6:00,16.8,0,0.1,0,95,,,10,820,18.2
279,备固,2020-10-03 7:00,16.9,0,0.4,0,95,0,,10,800,18.3
279,备固,2020-10-03 8:00,17.6,,0.7,270,92,0,,10,1100,20.1
279,备固,2020-10-03 9:00,18.1,,0,0,84,0,,9,1800,21.8
279,备固,2020-10-03 10:00,20.5,,0.8,70,74,0.1,,10,2000,27.7
279,备固,2020-10-03 11:00,20.7,,0.7,320,70,0.1,,9,2000,31.1
279,备固,2020-10-03 12:00,22.6,,0.8,230,64,0.8,,9,2000,37.6
279,备固,2020-10-03 13:00,24,,0.9,290,62,1,,8,2000,39.6
279,备固,2020-10-03 14:00,24.7,,1.2,320,56,1,,7,2000,43.1
279,备固,2020-10-03 15:00,24.9,,1,50,61,0.4,,7,2000,37.4
279,备固,2020-10-03 16:00,23.7,,1.1,360,65,0.2,,9,2000,31.6
279,备固,2020-10-03 17:00,23.2,,0.8,290,69,0,,10,2000,27.8
279,备固,2020-10-03 18:00,21.8,,0.5,290,78,0,,9,2000,24.6
279,备固,2020-10-03 19:00,20.9,,0.7,250,81,0,,10,,22.9
279,备固,2020-10-03 20:00,20.6,,1,270,83,,,10,,22.6
279,备固,2020-10-03 21:00,20.3,,0.8,270,84,,,10,2000,21.4
279,备固,2020-10-03 22:00,19.6,,0.2,0,87,,,10,,20.7
279,备固,2020-10-03 23:00,19.3,,0.6,270,88,,,10,,20.4
279,备固,2020-10-04 0:00,18.8,,0.8,290,90,,,10,1800,20.1
279,备固,2020-10-04 1:00,19.1,,0.2,0,90,,,10,,20.4
279,备固,2020-10-04 2:00,19.4,0,0.4,0,88,,,10,1600,20.7
279,备固,2020-10-04 3:00,19.4,0,0.1,0,88,,,10,1800,20.6
279,备固,2020-10-04 4:00,19,0,0.3,0,91,,,10,940,20.3
279,备固,2020-10-04 5:00,18.8,0,0.2,0,92,,,10,1000,20
279,备固,2020-10-04 6:00,18.6,,0,0,94,,,10,810,19.7
279,备固,2020-10-04 7:00,18.8,0,0,0,93,0,,10,970,19.8
279,备固,2020-10-04 8:00,18.9,0,0.3,0,93,0,,10,862,20.7
279,备固,2020-10-04 9:00,18.9,0,0.7,320,92,0,,10,763,20.7
279,备固,2020-10-04 10:00,19.5,,0.8,340,87,0,,9,1198,22.1
279,备固,2020-10-04 11:00,19.9,,0.8,290,81,0,,10,995,23.7
279,备固,2020-10-04 12:00,21,,0.5,320,75,0,,9,1690,27.5
279,备固,2020-10-04 13:00,22.6,,1.3,290,63,0.1,,9,2000,31.2
279,备固,2020-10-04 14:00,22.1,,2,290,60,0.3,,9,2000,30.7
279,备固,2020-10-04 15:00,21.5,,1.5,290,62,0.1,,9,2000,28
279,备固,2020-10-04 16:00,21,,1.7,290,62,0,,9,2000,26.1
279,备固,2020-10-04 17:00,20.7,,2.9,320,49,0,,9,2000,23.9
279,备固,2020-10-04 18:00,19.8,,1.9,290,56,0,,10,2000,21
279,备固,2020-10-04 19:00,19.3,,2,290,58,0,,10,,19.6
279,备固,2020-10-04 20:00,18.9,,1,290,59,,,10,,18.8
279,备固,2020-10-04 21:00,19.1,,1.4,290,61,,,10,2000,18.6
279,备固,2020-10-04 22:00,17.4,,2.7,320,60,,,10,,18.4
279,备固,2020-10-04 23:00,15.8,,2,320,50,,,10,,16.8
279,备固,2020-10-05 0:00,14.9,,1.6,290,52,,,10,2000,15.7
279,备固,2020-10-05 1:00,13.9,,1.8,290,50,,,10,,14.8
279,备固,2020-10-05 2:00,12.7,,1.2,320,52,,,9,,13.7
279,备固,2020-10-05 3:00,12.3,,2.1,290,53,,,7,2000,12.7
279,备固,2020-10-05 4:00,11.5,,2.2,290,55,,,6,2000,11.3
279,备固,2020-10-05 5:00,10.7,,2,320,56,,,0,2000,10
279,备固,2020-10-05 6:00,9.7,,0.9,270,61,,,0,2000,9.2
279,备固,2020-10-05 7:00,9.3,,0.6,270,65,0,,0,2000,9
279,备固,2020-10-05 8:00,12.2,,0.7,360,55,0.1,,0,2000,13.3
279,备固,2020-10-05 9:00,14.5,,1.5,340,40,1,,0,2000,21.3
279,备固,2020-10-05 10:00,15.7,,1.8,290,38,1,,0,2000,28.6
279,备固,2020-10-05 11:00,17.6,,2.8,320,35,1,,0,2000,35
279,备固,2020-10-05 12:00,19.1,,3.5,290,38,1,,0,2000,38
279,备固,2020-10-05 13:00,19.3,,4,290,35,1,,0,2000,40.1
279,备固,2020-10-05 14:00,20.2,,2.8,320,36,1,,0,,40.4
279,备固,2020-10-05 15:00,19.8,,2.7,340,35,1,,0,2000,37.1
279,备固,2020-10-05 16:00,19.4,,2.9,290,36,1,,0,2000,31.7
279,备固,2020-10-05 17:00,18.4,,2,290,38,1,,0,2000,24.2
279,备固,2020-10-05 18:00,16.6,,1.7,290,46,0.2,,2,2000,18.8
279,备固,2020-10-05 19:00,15.8,,1.5,290,49,0,,8,2000,17.1
279,备固,2020-10-05 20:00,15.7,,2,290,48,,,10,2000,16.7
279,备固,2020-10-05 21:00,14.8,,0.9,290,53,,,6,2000,15.4
279,备固,2020-10-05 22:00,14.1,,1.4,290,58,,,8,2000,14.7
279,备固,2020-10-05 23:00,14.1,,1,290,58,,,9,2000,14.7
279,备固,2020-10-06 0:00,13.6,,1.2,320,61,,,9,2000,14.4
279,备固,2020-10-06 1:00,12.6,,0.7,320,68,,,8,2000,13.6
279,备固,2020-10-06 2:00,12.3,,0.3,0,71,,,8,2000,13
279,备固,2020-10-06 3:00,12,,0.6,290,74,,,3,2000,12.1
279,备固,2020-10-06 4:00,10.4,,0,0,79,,,0,2000,10.1
279,备固,2020-10-06 5:00,9.6,,0.2,0,82,,,0,2000,9.4
279,备固,2020-10-06 6:00,9.1,,0,0,84,,,0,2000,8.6
279,备固,2020-10-06 7:00,8.8,,0,0,87,0,,0,2000,8.9
279,备固,2020-10-06 8:00,11.7,,1.4,340,76,0.2,,0,2000,13.4
279,备固,2020-10-06 9:00,14.6,,1.5,340,61,1,,0,2000,22.3
279,备固,2020-10-06 10:00,16.3,,0.7,320,51,1,,0,2000,30.3
279,备固,2020-10-06 11:00,17.9,,0.8,340,46,1,,0,2000,36.4
279,备固,2020-10-06 12:00,19.7,,1.2,340,37,1,,0,2000,40.3
279,备固,2020-10-06 13:00,19.7,,1.7,290,34,1,,0,2000,42.4
279,备固,2020-10-06 14:00,21,,1.8,320,29,1,,0,2000,41.8
279,备固,2020-10-06 15:00,21.3,,1.9,320,24,1,,0,2000,38.8
279,备固,2020-10-06 16:00,20.7,,1.6,340,30,1,,0,2000,33.6
279,备固,2020-10-06 17:00,19.4,,1.3,250,36,1,,0,2000,25.4
279,备固,2020-10-06 18:00,16.4,,1.9,270,54,0.2,,2,2000,19.2
279,备固,2020-10-06 19:00,15.1,,1.7,270,55,0,,0,2000,16.2
279,备固,2020-10-06 20:00,14,,1.3,270,60,,,3,2000,14.4
279,备固,2020-10-06 21:00,12.9,,0.3,0,67,,,8,2000,13.9
279,备固,2020-10-06 22:00,13.2,,0.1,0,67,,,9,2000,14.1
279,备固,2020-10-06 23:00,13.2,,0.3,0,69,,,9,2000,13.8
279,备固,2020-10-07 0:00,12.4,,0.1,0,74,,,10,2000,14
279,备固,2020-10-07 1:00,12.1,,0.3,0,77,,,0,2000,13.9
279,备固,2020-10-07 2:00,11.7,,0.3,0,75,,,10,2000,13.6
279,备固,2020-10-07 3:00,12,,0.1,0,74,,,0,2000,13.5
279,备固,2020-10-07 4:00,11.5,,0.2,0,78,,,10,2000,13.3
279,备固,2020-10-07 5:00,11.2,,0.3,0,80,,,5,2000,13.2
279,备固,2020-10-07 6:00,11.1,,0.1,0,82,,,10,2000,12.9
279,备固,2020-10-07 7:00,10.6,,0.1,0,84,0,,8,2000,12.6
279,备固,2020-10-07 8:00,11.5,,0.2,0,79,0,,9,2000,13.4
279,备固,2020-10-07 9:00,14.5,,0.3,0,60,1,,6,2000,23
279,备固,2020-10-07 10:00,16.5,,0.3,0,55,1,,0,2000,30.8
279,备固,2020-10-07 11:00,18,,0.5,160,44,1,,0,2000,37
279,备固,2020-10-07 12:00,20.9,,1.1,20,38,1,,2,2000,41.5
279,备固,2020-10-07 13:00,22.1,,1.5,50,39,1,,2,2000,42.4
279,备固,2020-10-07 14:00,22.1,,1.4,20,39,0.6,,8,2000,38.1
279,备固,2020-10-07 15:00,22.5,,2.5,90,32,0.9,,7,2000,37
279,备固,2020-10-07 16:00,21.9,,2.3,90,33,0.9,,7,2000,30.9
279,备固,2020-10-07 17:00,21.2,,2.1,70,44,0.3,,8,2000,26.2
279,备固,2020-10-07 18:00,19.7,,1.6,70,57,0,,9,2000,22.5
279,备固,2020-10-07 19:00,18.7,,1.4,50,63,0,,4,2000,20.6
279,备固,2020-10-07 20:00,18,,1.2,50,68,,,8,2000,19.7
279,备固,2020-10-07 21:00,17.2,,1.1,70,70,,,9,2000,18.3
279,备固,2020-10-07 22:00,17,,0.2,0,70,,,7,2000,17.8
279,备固,2020-10-07 23:00,16.4,,0.2,0,73,,,7,2000,16.3
279,备固,2020-10-08 0:00,16.6,,0.4,0,72,,,7,2000,16.6
279,备固,2020-10-08 1:00,15.7,,0.1,0,76,,,1,2000,14.7
279,备固,2020-10-08 2:00,14.3,,0.9,270,84,,,4,2000,14.8
279,备固,2020-10-08 3:00,13.7,,0.5,270,87,,,4,2000,13.6
279,备固,2020-10-08 4:00,12.7,,0.3,0,90,,,0,2000,12.4
279,备固,2020-10-08 5:00,12.4,,0.4,0,92,,,0,2000,11.9
279,备固,2020-10-08 6:00,11.8,,0.4,0,92,,,2,2000,11.4
279,备固,2020-10-08 7:00,12.2,,0.5,270,90,0,,1,2000,12.8
279,备固,2020-10-08 8:00,15.1,,0.2,0,77,0.2,,3,2000,16.8
279,备固,2020-10-08 9:00,18,,1.1,20,57,1,,3,2000,25.2
279,备固,2020-10-08 10:00,19.5,,1.8,70,50,1,,6,2000,30.8
279,备固,2020-10-08 11:00,20.3,,3.4,70,44,0.9,,7,2000,31.6
279,备固,2020-10-08 12:00,21.1,,2.1,90,40,0.8,,6,2000,36.6
279,备固,2020-10-08 13:00,22.3,,2.1,70,39,1,,2,2000,39.1
279,备固,2020-10-08 14:00,22.6,,2.6,50,37,1,,0,2000,41
279,备固,2020-10-08 15:00,21.8,,2.8,90,37,1,,0,2000,37.7
279,备固,2020-10-08 16:00,21.7,,2.5,50,33,1,,0,2000,32.7
279,备固,2020-10-08 17:00,20.3,,2.6,70,36,1,,0,2000,24.8
279,备固,2020-10-08 18:00,18.6,,2.4,50,38,0.2,,1,2000,19.5
279,备固,2020-10-08 19:00,17.2,,1,90,47,0,,0,2000,16.9
279,备固,2020-10-08 20:00,14.8,,0.6,270,61,,,0,2000,14.8
279,备固,2020-10-08 21:00,14.5,,0.6,250,65,,,2,1438,14.6
279,备固,2020-10-08 22:00,16.4,,1,50,56,,,10,2000,15.3
279,备固,2020-10-08 23:00,15.9,,0.9,70,59,,,6,2000,13.8
279,备固,2020-10-09 0:00,14.6,,0.6,250,68,,,7,2000,13.9
279,备固,2020-10-09 1:00,13.5,,1.1,270,75,,,4,2000,13.1
279,备固,2020-10-09 2:00,12.4,,1,290,80,,,4,2000,12.3
279,备固,2020-10-09 3:00,11.8,,0.9,290,83,,,3,2000,11.7
279,备固,2020-10-09 4:00,11.2,,0.6,320,85,,,0,2000,11.3
279,备固,2020-10-09 5:00,10.7,,1,290,87,,,0,2000,10.9
279,备固,2020-10-09 6:00,10.5,,0,0,90,,,0,2000,10.5
279,备固,2020-10-09 7:00,10.6,,0,0,87,0,,5,2000,11.3
279,备固,2020-10-09 8:00,13.4,,0.1,0,80,0.1,,5,1234,15.9
279,备固,2020-10-09 9:00,18.2,,0.4,0,57,1,,6,2000,24
279,备固,2020-10-09 10:00,19.6,,1.8,70,51,0.9,,7,2000,28.1
279,备固,2020-10-09 11:00,20.6,,1.4,50,47,0.8,,9,2000,32.4
279,备固,2020-10-09 12:00,20.6,,2.3,50,47,0.5,,7,2000,31.3
279,备固,2020-10-09 13:00,22.5,,2.8,70,41,0.7,,8,2000,38.2
279,备固,2020-10-09 14:00,22.3,,2.6,70,43,0.8,,6,2000,36.7
279,备固,2020-10-09 15:00,21.7,,2.4,50,42,0.9,,5,2000,35.7
279,备固,2020-10-09 16:00,22.1,,1.9,90,39,0.8,,2,2000,32.8
279,备固,2020-10-09 17:00,20.3,,3.2,70,44,0.7,,4,2000,24.8
279,备固,2020-10-09 18:00,18.6,,2.7,70,49,0.2,,1,2000,19.5
279,备固,2020-10-09 19:00,17.5,,2.2,90,54,,,0,2000,17
279,备固,2020-10-09 20:00,16.9,,1.4,90,56,,,5,2000,16.2
279,备固,2020-10-09 21:00,17,,0.3,0,58,,,9,2000,17.5
279,备固,2020-10-09 22:00,16.3,,0.5,270,63,,,10,2000,17.3
279,备固,2020-10-09 23:00,15.8,,0.6,270,67,,,9,2000,17.3
279,备固,2020-10-10 0:00,15.8,,1,270,67,,,9,2000,17
279,备固,2020-10-10 1:00,15.4,,1.1,270,70,,,9,2000,16.5
279,备固,2020-10-10 2:00,15.8,,0.4,0,66,,,8,2000,16.8
279,备固,2020-10-10 3:00,15.2,,0.4,0,71,,,9,2000,16.7
279,备固,2020-10-10 4:00,15,,0,0,73,,,10,2000,16.6
279,备固,2020-10-10 5:00,14.5,,0.3,0,74,,,10,2000,16.1
279,备固,2020-10-10 6:00,14.6,,0.4,0,74,,,9,2000,16
279,备固,2020-10-10 7:00,14.4,,0.1,0,76,0,,9,2000,15.9
279,备固,2020-10-10 8:00,15.4,,0.4,0,72,0,,7,2000,18.5
279,备固,2020-10-10 9:00,17.4,,0.4,0,58,0.5,,7,2000,24.5
279,备固,2020-10-10 10:00,19.4,,0.7,50,53,0.7,,5,2000,31.3
279,备固,2020-10-10 11:00,20.2,,0.7,20,48,1,,3,2000,37.8
279,备固,2020-10-10 12:00,22.1,,1.4,50,47,1,,3,2000,42.4
279,备固,2020-10-10 13:00,21.9,,1,360,47,0.9,,4,2000,40
279,备固,2020-10-10 14:00,22.3,,0.6,360,43,0.8,,6,2000,41.5
279,备固,2020-10-10 15:00,21.8,,0.9,20,43,0.8,,1,2000,35.3
279,备固,2020-10-10 16:00,22.8,,0.9,320,40,0.9,,3,2000,34.3
279,备固,2020-10-10 17:00,21,,0.8,360,46,0.8,,0,2000,26.1
279,备固,2020-10-10 18:00,18.5,,0.5,270,61,0.1,,5,2000,21.2
279,备固,2020-10-10 19:00,16.5,,0.7,270,72,,,6,2000,18
279,备固,2020-10-10 20:00,15.2,,0.5,270,77,,,5,2000,16.2
279,备固,2020-10-10 21:00,16.8,,0.3,0,67,,,7,2000,16.1
279,备固,2020-10-10 22:00,16.1,,0.2,0,72,,,6,2000,15.4
279,备固,2020-10-10 23:00,15.6,,0.1,0,68,,,9,2000,15.5
279,备固,2020-10-11 0:00,14.4,,0.3,0,77,,,7,2000,15.3
279,备固,2020-10-11 1:00,14.7,,0.2,0,70,,,9,2000,14.7
279,备固,2020-10-11 2:00,13.1,,0.3,0,79,,,8,2000,13.7
279,备固,2020-10-11 3:00,11.8,,0.5,270,86,,,1,2000,11.9
279,备固,2020-10-11 4:00,10.6,,0.4,0,89,,,2,2000,11
279,备固,2020-10-11 5:00,10.3,,0,0,90,,,0,2000,10.3
279,备固,2020-10-11 6:00,10.1,,0,0,92,,,4,2000,9.8
279,备固,2020-10-11 7:00,10.2,,0.1,0,92,0,,6,2000,11.2
279,备固,2020-10-11 8:00,12.4,,0.1,0,85,0,,6,2000,15.7
279,备固,2020-10-11 9:00,12.6,,0.4,0,85,0,,8,1985,16.5
279,备固,2020-10-11 10:00,16.8,,0.6,110,65,0.8,,7,2000,28.6
279,备固,2020-10-11 11:00,18.2,,1.5,90,57,1,,3,2000,35.2
279,备固,2020-10-11 12:00,20,,0.5,140,49,1,,6,2000,39.3
279,备固,2020-10-11 13:00,20.5,,0.3,0,47,0.9,,7,2000,39.5
279,备固,2020-10-11 14:00,20.4,,1,90,46,0.5,,10,2000,35.3
279,备固,2020-10-11 15:00,21.6,,0.7,20,45,0.2,,10,2000,33.3
279,备固,2020-10-11 16:00,20.6,,0.3,0,47,0.1,,10,2000,28.7
279,备固,2020-10-11 17:00,19.9,,0.7,360,50,0.4,,7,2000,24.6
279,备固,2020-10-11 18:00,17.5,,0.8,250,67,0,,8,2000,20.7
279,备固,2020-10-11 19:00,16.4,,0.6,270,72,,,8,2000,18.6
279,备固,2020-10-11 20:00,15.7,,0.3,0,76,,,9,2000,17.8
279,备固,2020-10-11 21:00,15.3,,0.4,0,79,,,9,2000,17.4
279,备固,2020-10-11 22:00,15.3,,0.3,0,78,,,10,2000,17.3
279,备固,2020-10-11 23:00,15.4,,0.1,0,78,,,10,2000,17.2
279,备固,2020-10-12 0:00,14.7,,0.2,0,80,,,8,2000,15.4
279,备固,2020-10-12 1:00,13.2,,0.5,290,88,,,5,2000,14.2
279,备固,2020-10-12 2:00,12.9,,0.2,0,90,,,6,2000,13.6
279,备固,2020-10-12 3:00,12.8,,0.2,0,90,,,3,2000,13.7
279,备固,2020-10-12 4:00,12.9,,0.3,0,90,,,9,2000,14.4
279,备固,2020-10-12 5:00,13,,0,0,90,,,10,2000,14.4
279,备固,2020-10-12 6:00,13.3,,0.3,0,88,,,10,2000,14.6
279,备固,2020-10-12 7:00,13.3,,0.1,0,89,0,,9,2000,15.2
279,备固,2020-10-12 8:00,14.3,,0.5,110,85,0,,10,1981,16.4
279,备固,2020-10-12 9:00,15.2,0,0.4,0,82,0,,9,2000,19.2
279,备固,2020-10-12 10:00,16.7,0,0.3,0,78,0,,10,1473,21.7
279,备固,2020-10-12 11:00,18.5,0,0.8,320,71,0,,10,1222,23.4
279,备固,2020-10-12 12:00,20.3,,1.2,320,60,0.1,,10,2000,29.7
279,备固,2020-10-12 13:00,22.3,,1.7,320,52,1,,5,2000,37.8
279,备固,2020-10-12 14:00,22.7,,2.4,290,40,1,,0,2000,38.2
279,备固,2020-10-12 15:00,22.5,,1.9,290,39,0.9,,0,2000,34.4
279,备固,2020-10-12 16:00,22.8,,1.2,290,39,0.7,,6,2000,31.6
279,备固,2020-10-12 17:00,21.3,,1.6,290,45,1,,3,2000,25.3
279,备固,2020-10-12 18:00,19.2,,1.4,270,55,0.2,,6,2000,20.7
279,备固,2020-10-12 19:00,17.1,,1,250,66,,,5,2000,17.8
279,备固,2020-10-12 20:00,15.5,,0.9,290,75,,,2,2000,16
279,备固,2020-10-12 21:00,15,,0.9,270,78,,,4,2000,15
279,备固,2020-10-12 22:00,14.9,,0.4,0,79,,,7,1994,14.4
279,备固,2020-10-12 23:00,14.2,,0.5,270,83,,,7,1895,14.1
279,备固,2020-10-13 0:00,13.5,,0,0,86,,,5,1404,13.1
279,备固,2020-10-13 1:00,13.3,,0,0,87,,,2,930,12
279,备固,2020-10-13 2:00,13.6,,1,340,76,,,1,1927,11.4
279,备固,2020-10-13 3:00,13.5,,1.7,320,74,,,0,2000,11.2
279,备固,2020-10-13 4:00,11.8,,0,0,79,,,0,2000,10.1
279,备固,2020-10-13 5:00,11.6,,0.3,0,81,,,0,2000,9.3
279,备固,2020-10-13 6:00,11.5,,0.3,0,77,,,0,2000,8.6
279,备固,2020-10-13 7:00,12.1,,0.5,320,68,0,,0,2000,9.3
279,备固,2020-10-13 8:00,14.1,,1.2,290,58,0.1,,2,1896,11.6
279,备固,2020-10-13 9:00,15.6,,1.9,290,50,1,,8,2000,21.8
279,备固,2020-10-13 10:00,16.3,,2,270,46,1,,5,2000,28.2
279,备固,2020-10-13 11:00,18.3,,2.4,320,39,1,,5,2000,33.9
279,备固,2020-10-13 12:00,19.5,,2,320,36,1,,7,2000,38.6
279,备固,2020-10-13 13:00,19.3,,2.2,290,34,1,,7,2000,37.8
279,备固,2020-10-13 14:00,18.6,,2.1,290,32,0.7,,8,2000,32.6
279,备固,2020-10-13 15:00,18.3,,1.6,290,31,0,,9,2000,28.5
279,备固,2020-10-13 16:00,18.1,,2,270,32,0.3,,8,2000,26.1
279,备固,2020-10-13 17:00,17.2,,1.5,290,36,0.3,,8,2000,21.8
279,备固,2020-10-13 18:00,15.7,,1.1,290,38,0,,7,2000,17.6
279,备固,2020-10-13 19:00,14.7,,0.9,290,41,,,9,2000,15.5
279,备固,2020-10-13 20:00,14.2,,1.1,320,44,,,9,2000,14.4
279,备固,2020-10-13 21:00,13.3,,0.9,270,49,,,3,2000,12
279,备固,2020-10-13 22:00,11.6,,0.8,320,57,,,3,2000,11
279,备固,2020-10-13 23:00,10.9,,0.4,0,62,,,5,2000,10.5
279,备固,2020-10-14 0:00,10.9,,0.1,0,65,,,5,2000,10
279,备固,2020-10-14 1:00,9.1,,0.2,0,74,,,4,2000,9.3
279,备固,2020-10-14 2:00,9.1,,0.6,320,73,,,4,2000,8.7
279,备固,2020-10-14 3:00,8.5,,0,0,76,,,7,2000,8.2
279,备固,2020-10-14 4:00,7.4,,0.1,0,81,,,2,2000,7.4
279,备固,2020-10-14 5:00,7.5,,0.1,0,83,,,8,2000,7.9
279,备固,2020-10-14 6:00,8.8,,0.1,0,79,,,10,2000,8.8
279,备固,2020-10-14 7:00,8.7,,0,0,80,0,,10,2000,10.4
279,备固,2020-10-14 8:00,10.1,,0.1,0,76,0,,9,2000,13.5
279,备固,2020-10-14 9:00,11.3,,0.1,0,65,0,,9,2000,16.1
279,备固,2020-10-14 10:00,12.3,,0.1,0,63,0,,10,2000,17.8
279,备固,2020-10-14 11:00,14.2,,0.1,0,56,0,,10,2000,23
279,备固,2020-10-14 12:00,17.4,,0.4,0,53,0.4,,10,2000,29
279,备固,2020-10-14 13:00,18.3,,1.5,340,50,0,,10,2000,28.6
279,备固,2020-10-14 14:00,18.8,,1.1,320,49,0,,9,2000,28.6
279,备固,2020-10-14 15:00,18.6,,2.1,320,46,0.3,,10,2000,28.6
279,备固,2020-10-14 16:00,18.9,,1.7,320,42,1,,5,2000,28
279,备固,2020-10-14 17:00,17.6,,1.4,290,42,1,,,2000,21.1
279,备固,2020-10-14 18:00,16,,0.8,270,52,0.2,,7,2000,16.7
279,备固,2020-10-14 19:00,14.2,,0.3,0,62,,,2,2000,14.2
279,备固,2020-10-14 20:00,13.6,,0.2,0,63,,,2,2000,12.5
279,备固,2020-10-14 21:00,12.2,,0.1,0,68,,,3,2000,11.3
279,备固,2020-10-14 22:00,10.9,,0.3,0,68,,,3,2000,10.1
279,备固,2020-10-14 23:00,10.2,,0.4,0,66,,,3,2000,9.3
279,备固,2020-10-15 0:00,9.1,,0.3,0,72,,,3,2000,8.8
279,备固,2020-10-15 1:00,10.3,,0.6,270,62,,,9,2000,9.9
279,备固,2020-10-15 2:00,9.4,,0.1,0,65,,,6,2000,8.6
279,备固,2020-10-15 3:00,8.3,,0,0,71,,,5,2000,8.2
279,备固,2020-10-15 4:00,8.1,,1.2,320,68,,,8,2000,7.4
279,备固,2020-10-15 5:00,7.8,,0.3,0,61,,,5,2000,6.3
279,备固,2020-10-15 6:00,6,,0.1,0,71,,,0,2000,5.5
279,备固,2020-10-15 7:00,5.6,,0,0,73,0,,4,2000,5.3
279,备固,2020-10-15 8:00,9.4,,0.6,340,59,0.1,,8,2000,7.5
279,备固,2020-10-15 9:00,12.7,,0.8,340,48,1,,5,2000,18.2
279,备固,2020-10-15 10:00,13.6,,0.6,160,38,1,,6,2000,26.1
279,备固,2020-10-15 11:00,15.8,,0.4,0,32,1,,3,2000,35
279,备固,2020-10-15 12:00,17.4,,0.6,340,25,1,,7,2000,37.6
279,备固,2020-10-15 13:00,18.7,,0.5,200,27,1,,5,2000,40.4
279,备固,2020-10-15 14:00,19.5,,1,360,22,1,,0,2000,40
279,备固,2020-10-15 15:00,20.1,,1.2,360,21,1,,0,2000,36.6
279,备固,2020-10-15 16:00,19.6,,1,20,16,1,,1,2000,30.5
