瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),矫沥(10m),瘤搁柯档(∑C)
279,备固,2020-08-16 21:00,27.2,,1.1,270,98,,,2,,29.9
279,备固,2020-08-16 22:00,26.6,,1.3,290,99,,,3,,28.9
279,备固,2020-08-16 23:00,27,,1.5,270,99,,,3,,28.2
279,备固,2020-08-17 0:00,26.4,,1.2,270,99,,,3,,27.6
279,备固,2020-08-17 1:00,25.9,,0.7,270,99,,,5,,27.1
279,备固,2020-08-17 2:00,25.4,,0.5,250,99,,,6,,26.5
279,备固,2020-08-17 3:00,25.1,,0.4,0,99,,,5,,25.9
279,备固,2020-08-17 4:00,24.2,,0,0,99,,,4,,25.4
279,备固,2020-08-17 5:00,23.8,,0.1,0,99,,,7,,25.1
279,备固,2020-08-17 6:00,23.8,,0.4,0,99,0,,6,,24.9
279,备固,2020-08-17 7:00,24.9,,0,0,99,0.2,,6,,25.9
279,备固,2020-08-17 8:00,26.2,,0.1,0,99,0.5,,6,,27.5
279,备固,2020-08-17 9:00,28.3,,0.4,0,89,1,,7,,33.1
279,备固,2020-08-17 10:00,29.2,,1.5,320,77,0.9,,7,,37.6
279,备固,2020-08-17 11:00,29.4,,1.4,320,75,1,,6,,39.8
279,备固,2020-08-17 12:00,31.2,,1.2,320,68,1,,6,,44.1
279,备固,2020-08-17 13:00,32.2,,1.6,360,68,1,,6,,48
279,备固,2020-08-17 14:00,32.3,,1.3,320,68,1,,6,,48.1
279,备固,2020-08-17 15:00,32.4,,1.1,290,64,1,,6,,48.6
279,备固,2020-08-17 16:00,32.5,,1.2,290,65,1,,6,,46.7
279,备固,2020-08-17 17:00,32.5,,1,290,68,1,,6,,42.7
279,备固,2020-08-17 18:00,31.4,,1,290,72,0.9,,6,,37.4
279,备固,2020-08-17 19:00,28.9,,1.8,270,94,0.4,,6,,33.3
279,备固,2020-08-17 20:00,27.7,,1.5,270,98,0,,6,,30.9
279,备固,2020-08-17 21:00,26.7,,0.6,290,99,,,5,,29.4
279,备固,2020-08-17 22:00,26.1,,0.6,270,99,,,2,,28.4
279,备固,2020-08-17 23:00,25.2,,0.7,290,99,,,2,,27.6
279,备固,2020-08-18 0:00,25.2,,0.8,270,99,,,2,,26.9
279,备固,2020-08-18 1:00,24.9,,0.2,0,99,,,2,,26.4
279,备固,2020-08-18 2:00,24.4,,0.3,0,99,,,1,,25.9
279,备固,2020-08-18 3:00,23.9,,0.4,0,99,,,2,,25.7
279,备固,2020-08-18 4:00,24.3,,0.5,290,99,,,4,,26
279,备固,2020-08-18 5:00,24.1,,0.5,320,99,,,7,,25.9
279,备固,2020-08-18 6:00,23.8,,0.3,0,99,0,,4,,25.3
279,备固,2020-08-18 7:00,24.4,,0.3,0,99,0.2,,3,,25.8
279,备固,2020-08-18 8:00,26.6,,0.7,340,99,1,,4,,28.2
279,备固,2020-08-18 9:00,29.4,,1.3,340,90,1,,2,,33.6
279,备固,2020-08-18 10:00,30.4,,1.6,340,84,1,,0,,39.2
279,备固,2020-08-18 11:00,30.7,,1.2,290,75,0.9,,0,,42.9
279,备固,2020-08-18 12:00,31.9,,1.5,290,70,0.9,,4,,46.6
279,备固,2020-08-18 13:00,32.2,,1.6,290,67,1,,3,,50
279,备固,2020-08-18 14:00,32.9,,1.1,340,63,1,,0,,50.9
279,备固,2020-08-18 15:00,33.6,,1.3,340,61,1,,1,,50.6
279,备固,2020-08-18 16:00,33.5,,1.2,290,59,1,,0,,48.1
279,备固,2020-08-18 17:00,33.2,,1.2,290,65,1,,0,,44.1
279,备固,2020-08-18 18:00,32,,1.2,290,70,0.9,,0,,38.1
279,备固,2020-08-18 19:00,29,,1.8,270,92,0.4,,0,,33.5
279,备固,2020-08-18 20:00,28.1,,1.3,270,96,0,,0,,31
279,备固,2020-08-18 21:00,26.8,,0.6,290,99,,,0,,29.5
279,备固,2020-08-18 22:00,26.2,,0.9,290,99,,,0,,28.4
279,备固,2020-08-18 23:00,25.7,,0.2,0,99,,,0,,27.5
279,备固,2020-08-19 0:00,25.2,,0.6,270,99,,,0,,26.9
279,备固,2020-08-19 1:00,24.9,,0.5,270,99,,,0,,26.3
279,备固,2020-08-19 2:00,24.2,,0.1,0,99,,,0,,25.7
279,备固,2020-08-19 3:00,24.1,,0.4,0,99,,,0,,25.3
279,备固,2020-08-19 4:00,23.7,,0.3,0,99,,,0,,24.9
279,备固,2020-08-19 5:00,23.8,,0.7,320,99,,,1,,24.8
279,备固,2020-08-19 6:00,23.4,,0.4,0,99,0,,0,,24.5
279,备固,2020-08-19 7:00,25.1,,0.7,20,99,0.4,,0,,25.6
279,备固,2020-08-19 8:00,27.6,,1.4,320,96,1,,0,,28.6
279,备固,2020-08-19 9:00,28.3,,1.4,320,88,1,,0,,34.3
279,备固,2020-08-19 10:00,29.8,,1.5,340,79,1,,1,,39.9
279,备固,2020-08-19 11:00,31.5,,1.6,320,69,1,,0,,44.6
279,备固,2020-08-19 12:00,32.5,,0.8,320,60,1,,2,,48.5
279,备固,2020-08-19 13:00,33.3,,1,320,57,1,,0,,52.2
279,备固,2020-08-19 14:00,34.2,,1.1,320,54,1,,0,,53.8
279,备固,2020-08-19 15:00,34.5,,1.2,320,56,1,,0,,53.3
279,备固,2020-08-19 16:00,33.9,,1.3,290,55,1,,0,,50.6
279,备固,2020-08-19 17:00,33.6,,1.3,320,62,1,,0,,46.6
279,备固,2020-08-19 18:00,32.2,,1,290,66,0.9,,2,,40.4
279,备固,2020-08-19 19:00,29.5,,1.4,270,88,0.4,,0,,34.8
279,备固,2020-08-19 20:00,28.4,,1.6,270,91,0,,2,,31.7
279,备固,2020-08-19 21:00,27.9,,0.4,0,92,,,2,,30
279,备固,2020-08-19 22:00,26.9,,0.1,0,97,,,2,,28.8
279,备固,2020-08-19 23:00,26.2,,0.9,270,99,,,1,,27.9
279,备固,2020-08-20 0:00,25.5,,0.3,0,99,,,3,,27.1
279,备固,2020-08-20 1:00,25.1,,0.4,0,99,,,1,,26.6
279,备固,2020-08-20 2:00,24.8,,0.6,290,99,,,0,,26
279,备固,2020-08-20 3:00,24.4,,0.5,290,99,,,0,,25.5
279,备固,2020-08-20 4:00,24,,0.3,0,99,,,1,,25
279,备固,2020-08-20 5:00,23.5,,0.5,290,99,,,0,,24.5
279,备固,2020-08-20 6:00,23.8,,0.7,290,99,0,,1,,24.4
279,备固,2020-08-20 7:00,24.4,,0.4,0,99,0.4,,0,,25.4
279,备固,2020-08-20 8:00,26.5,,0.3,0,99,1,,0,,29
279,备固,2020-08-20 9:00,28.8,,1.4,320,86,1,,0,,35
279,备固,2020-08-20 10:00,29.1,,1.2,290,77,1,,0,,40.9
279,备固,2020-08-20 11:00,30.5,,1.1,290,74,1,,0,,45.4
279,备固,2020-08-20 12:00,31.6,,1.7,290,65,1,,2,,48.3
279,备固,2020-08-20 13:00,32.3,,0.7,290,59,1,,0,,52.5
279,备固,2020-08-20 14:00,33.3,,0.6,320,53,1,,0,,54.1
279,备固,2020-08-20 15:00,34.3,,0.6,290,,1,,0,,53.7
279,备固,2020-08-20 16:00,34.1,,1.1,70,,1,,0,,51.4
279,备固,2020-08-20 17:00,33.7,,0.6,340,,1,,0,,47.3
279,备固,2020-08-20 18:00,31.7,,1.2,270,,0.9,,0,,40.8
279,备固,2020-08-20 19:00,29.1,,0.8,250,,0.4,,0,,34.8
279,备固,2020-08-20 20:00,27.7,,1,270,,0,,1,,31.7
279,备固,2020-08-20 21:00,27,,0.8,290,,,,2,,30.1
279,备固,2020-08-20 22:00,26.2,,0.8,270,,,,2,,29
279,备固,2020-08-20 23:00,26.4,,1.7,270,,,,3,,28.9
279,备固,2020-08-21 0:00,26.3,,1.1,270,,,,2,,28.5
279,备固,2020-08-21 1:00,25.3,,1,270,,,,2,,27.5
279,备固,2020-08-21 2:00,24.7,,1.1,270,,,,2,,26.7
279,备固,2020-08-21 3:00,24.2,,0.5,270,,,,2,,26.1
279,备固,2020-08-21 4:00,23.7,,0.7,290,,,,2,,25.5
279,备固,2020-08-21 5:00,23.4,,0.7,270,,,,1,,25.1
279,备固,2020-08-21 6:00,23.3,,0.6,270,,0,,5,,24.8
279,备固,2020-08-21 7:00,24.3,,0.2,0,,0,,1,,26.4
279,备固,2020-08-21 8:00,25,,0.4,0,,0,,1,,28.1
279,备固,2020-08-21 9:00,25.7,,0.6,70,,0,,1,,29.9
279,备固,2020-08-21 10:00,27.1,,0.4,0,,0.1,,7,,34.2
279,备固,2020-08-21 11:00,28.7,,1,70,,0.5,,7,,40.1
279,备固,2020-08-21 12:00,29.6,,0.9,140,,0.5,,7,,41.9
279,备固,2020-08-21 13:00,30.4,,0.7,140,,0.6,,6,,45.1
279,备固,2020-08-21 14:00,31.6,,1.2,50,,0.9,,6,,49.2
279,备固,2020-08-21 15:00,33.6,,0.8,50,,1,,2,,51.2
279,备固,2020-08-21 16:00,33.2,,1.5,70,,1,,0,,49
279,备固,2020-08-21 17:00,32.3,,1.3,50,,1,,0,,45.5
279,备固,2020-08-21 18:00,30.8,,0.7,250,62,0.9,,0,,39.5
279,备固,2020-08-21 19:00,28.8,,0.6,230,69,0.4,,0,,33.8
279,备固,2020-08-21 20:00,27,,0.9,270,81,0,,1,,30.9
279,备固,2020-08-21 21:00,28.7,,1.1,140,70,,,1,,29.5
279,备固,2020-08-21 22:00,26.8,,1.3,70,78,,,2,,28.5
279,备固,2020-08-21 23:00,25.5,,2.3,70,80,,,5,,27.5
279,备固,2020-08-22 0:00,25.2,,1.1,90,81,,,4,,26.8
279,备固,2020-08-22 1:00,24.6,,1.2,70,83,,,7,,26.5
279,备固,2020-08-22 2:00,25.1,,1,70,81,,,8,,27.1
279,备固,2020-08-22 3:00,25.2,,1.9,90,77,,,8,,27.1
279,备固,2020-08-22 4:00,24.5,,0.9,50,83,,,8,,26.7
279,备固,2020-08-22 5:00,24.6,,0.3,0,82,,,10,,26.7
279,备固,2020-08-22 6:00,24.3,,0.7,290,86,0,,10,,26.8
279,备固,2020-08-22 7:00,25,,0.8,90,79,0,,9,,27.6
279,备固,2020-08-22 8:00,25.2,,1.2,70,79,0,,10,,28.5
279,备固,2020-08-22 9:00,26.5,,1,50,74,0,,9,,32.1
279,备固,2020-08-22 10:00,26.4,,1.4,270,75,0,,8,,32.6
279,备固,2020-08-22 11:00,28.8,,1.6,110,64,0.9,,6,,42.6
279,备固,2020-08-22 12:00,28.9,,1,270,63,0.5,,9,,44.2
279,备固,2020-08-22 13:00,29.1,,1.3,230,61,0.4,,8,,43.4
279,备固,2020-08-22 14:00,30.5,,1.4,250,55,0.7,,7,,48.1
279,备固,2020-08-22 15:00,29.3,,1,180,59,0.3,,8,,41.2
279,备固,2020-08-22 16:00,27.5,,1,270,72,0,,10,,35.3
279,备固,2020-08-22 17:00,27.4,0,0.4,0,71,0,,10,,33
279,备固,2020-08-22 18:00,27.3,,0.4,0,75,0,,10,,32.4
279,备固,2020-08-22 19:00,27.1,0,0.5,230,71,0,,10,,30.6
279,备固,2020-08-22 20:00,26.1,0,1.4,270,79,0,,8,,29.3
279,备固,2020-08-22 21:00,25.7,,0.8,290,80,,,8,,28.4
279,备固,2020-08-22 22:00,25,,0.7,290,83,,,5,,27.3
279,备固,2020-08-22 23:00,24.6,,0.9,290,85,,,6,,26.7
279,备固,2020-08-23 0:00,24.9,,0.5,290,83,,,7,,27
279,备固,2020-08-23 1:00,24.5,0,1,320,86,,,8,,26.9
279,备固,2020-08-23 2:00,23.5,1.4,0.8,270,95,,,6,,25.6
279,备固,2020-08-23 3:00,23.3,,0.7,290,96,,,7,,25.2
279,备固,2020-08-23 4:00,23.4,,0.6,290,97,,,9,,25.2
279,备固,2020-08-23 5:00,23.5,0,0.3,0,97,,,9,,25.3
279,备固,2020-08-23 6:00,23.1,0,0.3,0,96,0,,6,,24.6
279,备固,2020-08-23 7:00,23.6,,0.1,0,95,0,,3,,25.5
279,备固,2020-08-23 8:00,24.8,,0.4,0,88,0.4,,4,,28.6
279,备固,2020-08-23 9:00,26.6,,0.4,0,84,0.6,,2,,31.3
279,备固,2020-08-23 10:00,26.3,,1.3,20,81,0.3,,8,,31.4
279,备固,2020-08-23 11:00,27.9,,1.1,360,69,1,,7,,41
279,备固,2020-08-23 12:00,28.7,,0.7,360,63,0.8,,6,,43.2
279,备固,2020-08-23 13:00,30.3,,1,110,57,0.9,,6,,45.4
279,备固,2020-08-23 14:00,31.1,,1.7,70,54,0.9,,4,,48
279,备固,2020-08-23 15:00,30.7,,1.2,250,51,0.9,,1,,47.8
279,备固,2020-08-23 16:00,31.3,,0.6,340,51,1,,0,,46
279,备固,2020-08-23 17:00,31.7,,1.1,320,49,1,,1,,43.3
279,备固,2020-08-23 18:00,29.6,,0.5,290,59,0.8,,3,,37.5
279,备固,2020-08-23 19:00,27.6,,1.3,270,71,0,,6,,33
279,备固,2020-08-23 20:00,26.7,,0.6,250,74,0,,4,,30.2
279,备固,2020-08-23 21:00,26.1,,1.2,270,78,,,8,,29.3
279,备固,2020-08-23 22:00,25.5,,0.4,0,79,,,7,,28.4
279,备固,2020-08-23 23:00,24.6,,1,270,83,,,5,,27.3
279,备固,2020-08-24 0:00,23.9,,0.9,290,86,,,3,,26.3
279,备固,2020-08-24 1:00,23.5,,0.8,270,88,,,3,,25.6
279,备固,2020-08-24 2:00,23,,0.7,290,90,,,4,,25.1
279,备固,2020-08-24 3:00,23.1,,0.6,290,90,,,5,,24.9
279,备固,2020-08-24 4:00,22.8,,0.6,290,92,,,4,,24.5
279,备固,2020-08-24 5:00,22.7,,1,270,93,,,5,,24.2
279,备固,2020-08-24 6:00,22.5,,0.8,270,94,0,,3,,24
279,备固,2020-08-24 7:00,23.3,,0.4,0,91,0,,5,,25.9
279,备固,2020-08-24 8:00,24.6,,0.2,0,83,0,,3,,28.5
279,备固,2020-08-24 9:00,26,,0.3,0,78,0.3,,4,,32.6
279,备固,2020-08-24 10:00,27.4,,2.2,110,73,0.6,,7,,35.1
279,备固,2020-08-24 11:00,29.1,,1.5,110,68,0.7,,7,,38.7
279,备固,2020-08-24 12:00,30.7,,1.4,110,64,0.5,,5,,42.7
279,备固,2020-08-24 13:00,31.1,,2.3,140,60,0.9,,6,,48.2
279,备固,2020-08-24 14:00,31.3,,0.6,320,60,0.6,,5,,43.6
279,备固,2020-08-24 15:00,32.5,,0.5,110,55,0.8,,6,,47.9
279,备固,2020-08-24 16:00,32.5,,0.6,180,53,1,,6,,46.9
279,备固,2020-08-24 17:00,31.9,,1.1,180,57,1,,4,,43.2
279,备固,2020-08-24 18:00,31,,0.9,250,61,0.9,,2,,38.2
279,备固,2020-08-24 19:00,29.7,,0.6,270,66,0.3,,4,,33.7
279,备固,2020-08-24 20:00,27.6,,0.8,250,77,0,,4,,30.8
279,备固,2020-08-24 21:00,26.9,,0.9,270,81,,,3,,29.4
279,备固,2020-08-24 22:00,26.3,,0.3,0,83,,,3,,28.2
279,备固,2020-08-24 23:00,27.2,,0.8,140,78,,,3,,27.4
279,备固,2020-08-25 0:00,27.5,,0.9,140,76,,,3,,27.1
279,备固,2020-08-25 1:00,24.9,,0.5,270,89,,,4,,26.3
279,备固,2020-08-25 2:00,25.1,,0.7,250,88,,,4,,25.7
279,备固,2020-08-25 3:00,24,,0.5,270,92,,,6,,25.2
279,备固,2020-08-25 4:00,23.8,,1.1,270,93,,,7,,24.8
279,备固,2020-08-25 5:00,23.3,,0.7,270,93,,,5,,24.3
279,备固,2020-08-25 6:00,23.1,,0.7,290,93,0,,5,,24
279,备固,2020-08-25 7:00,23.6,,0.8,290,91,0.1,,5,,24.6
279,备固,2020-08-25 8:00,26.2,,0.2,0,80,1,,4,,28.9
279,备固,2020-08-25 9:00,29.2,,1.1,70,69,1,,3,,35
279,备固,2020-08-25 10:00,30.3,,1.2,360,62,1,,2,,41.2
279,备固,2020-08-25 11:00,31.7,,1.5,70,57,1,,2,,46.8
279,备固,2020-08-25 12:00,32,,1.4,140,54,1,,6,,51.8
279,备固,2020-08-25 13:00,33,,1.7,200,51,1,,5,,54.6
279,备固,2020-08-25 14:00,32.9,,2.8,250,52,0.9,,7,,54
279,备固,2020-08-25 15:00,32.6,,1.4,230,54,0.4,,8,,46.9
279,备固,2020-08-25 16:00,32.4,,1.8,290,59,0.2,,8,,43.7
279,备固,2020-08-25 17:00,32.5,0,0.8,20,60,0.9,,6,,43
279,备固,2020-08-25 18:00,31.6,,0.4,0,61,0.8,,2,,38.5
279,备固,2020-08-25 19:00,28.8,,0.8,270,75,0.3,,3,,33.7
279,备固,2020-08-25 20:00,28,,1.2,270,78,0,,3,,31.5
279,备固,2020-08-25 21:00,27.1,,1.2,270,81,,,3,,29.7
279,备固,2020-08-25 22:00,26.6,,0.9,270,84,,,3,,28.7
279,备固,2020-08-25 23:00,26,,0.9,290,87,,,3,,28.1
279,备固,2020-08-26 0:00,25.7,,1.1,270,88,,,3,,27.7
279,备固,2020-08-26 1:00,25.3,,1.1,290,90,,,4,,27.1
279,备固,2020-08-26 2:00,25.1,,0.8,290,92,,,5,,26.7
279,备固,2020-08-26 3:00,,,0.3,0,92,,,5,,26.3
279,备固,2020-08-26 4:00,,,0.2,0,91,,,5,,26.6
279,备固,2020-08-26 5:00,25.5,0,0.3,0,89,,,4,,26.9
279,备固,2020-08-26 6:00,25.1,,0.4,0,91,0,,7,,26.6
279,备固,2020-08-26 7:00,26.5,,0.2,0,85,0.4,,7,,27.5
279,备固,2020-08-26 8:00,28.6,,1.4,90,77,1,,4,,31.2
279,备固,2020-08-26 9:00,29.5,,1.3,110,72,0.8,,6,,35.3
279,备固,2020-08-26 10:00,31.2,,2.2,90,67,0.7,,7,,39.6
279,备固,2020-08-26 11:00,32.7,,2.6,110,57,0.6,,8,,42.9
279,备固,2020-08-26 12:00,31.9,,2.3,140,57,0.8,,7,,44.6
279,备固,2020-08-26 13:00,32.9,,2.6,110,53,0.7,,9,,45.4
279,备固,2020-08-26 14:00,33.2,,2.5,110,52,0.6,,8,,45.9
279,备固,2020-08-26 15:00,32.7,0,2.8,110,55,0.5,,8,,42.9
279,备固,2020-08-26 16:00,31.8,,2.9,110,56,0.4,,8,,40.1
279,备固,2020-08-26 17:00,30.7,,2.5,90,62,0,,10,,37
279,备固,2020-08-26 18:00,30.4,,3,110,61,0,,10,,34
279,备固,2020-08-26 19:00,30,,2.8,110,62,0,,10,,32
279,备固,2020-08-26 20:00,29.7,,1.8,110,64,0,,10,,30.8
279,备固,2020-08-26 21:00,28.8,0,2,90,67,,,10,,29
279,备固,2020-08-26 22:00,29.2,,2.6,110,65,,,9,,29.3
279,备固,2020-08-26 23:00,29.6,,2.3,110,62,,,10,,29.3
279,备固,2020-08-27 0:00,29.3,0,2.5,110,64,,,10,,29.2
279,备固,2020-08-27 1:00,29.4,,3.2,110,64,,,10,,29.1
279,备固,2020-08-27 2:00,29,0,2.3,110,67,,,10,,28.9
279,备固,2020-08-27 3:00,26.2,2.6,3.2,140,86,,,10,,26.6
279,备固,2020-08-27 4:00,26,0.6,2.6,110,88,,,10,,26.5
279,备固,2020-08-27 5:00,25.7,2.7,2,110,89,,,10,,26.2
279,备固,2020-08-27 6:00,26.3,,2.3,140,84,0,,10,,26
279,备固,2020-08-27 7:00,26.1,0.5,2.1,110,87,0,,10,,26.4
279,备固,2020-08-27 8:00,26.8,0,2.1,110,84,0,,9,,27.4
279,备固,2020-08-27 9:00,27.3,,1.5,110,81,0,,10,,28.8
279,备固,2020-08-27 10:00,28.8,,1.1,160,78,0.2,,9,,32.3
279,备固,2020-08-27 11:00,29.2,,0.7,90,73,0.7,,8,,34.6
279,备固,2020-08-27 12:00,29.9,,1.7,200,70,0.6,,8,,35.2
279,备固,2020-08-27 13:00,30.9,,1.1,90,69,0.2,,9,,35.8
279,备固,2020-08-27 14:00,31.6,,1.3,70,65,0.8,,8,,39.2
279,备固,2020-08-27 15:00,30.4,,1.5,110,70,0.5,,9,,37.2
279,备固,2020-08-27 16:00,29.9,,1.3,110,71,0.6,,9,,35.8
279,备固,2020-08-27 17:00,28.3,0.3,1.2,110,80,0.5,,8,,33
279,备固,2020-08-27 18:00,28.4,,1.2,90,78,0,,8,,30.4
279,备固,2020-08-27 19:00,28.5,,0.7,340,78,0.3,,8,,29.3
279,备固,2020-08-27 20:00,28.3,,1.1,290,77,0,,9,,28.4
279,备固,2020-08-27 21:00,27.7,0,1.3,90,81,,,7,,27.9
279,备固,2020-08-27 22:00,26.8,0.4,0.4,0,87,,,8,,27.6
279,备固,2020-08-27 23:00,27.1,,1.2,50,84,,,9,,27.5
279,备固,2020-08-28 0:00,27.5,,1.4,90,81,,,10,,27.4
279,备固,2020-08-28 1:00,27,,1.1,70,83,,,9,,27
279,备固,2020-08-28 2:00,26.9,,0.7,110,83,,,8,,26.7
279,备固,2020-08-28 3:00,26.6,,0.4,0,85,,,10,,26.4
279,备固,2020-08-28 4:00,25.6,,0.2,0,90,,,9,,26.2
279,备固,2020-08-28 5:00,25.1,,0.5,270,93,,,10,,26
279,备固,2020-08-28 6:00,25,0,0.7,270,93,0,,8,,25.8
279,备固,2020-08-28 7:00,25.8,,0.9,270,90,0,,8,,26.8
279,备固,2020-08-28 8:00,26.9,,0,0,85,0,,9,,28.5
279,备固,2020-08-28 9:00,28.2,,0.5,270,79,0,,10,,30.6
279,备固,2020-08-28 10:00,30.8,,0.9,290,69,0.3,,9,,35.7
279,备固,2020-08-28 11:00,29.7,,1,270,70,0.8,,8,,37.1
279,备固,2020-08-28 12:00,30.7,0.2,1.1,160,70,0.5,,8,,37.9
279,备固,2020-08-28 13:00,31.5,,2.4,110,67,0.6,,8,,41.1
279,备固,2020-08-28 14:00,30.7,,1.9,110,68,0.1,,9,,39.6
279,备固,2020-08-28 15:00,30.8,,1.2,110,68,0,,9,,37.8
279,备固,2020-08-28 16:00,31.2,0,1.6,110,65,0.4,,9,,39.3
279,备固,2020-08-28 17:00,30.7,,0.4,0,69,0,,9,,35.3
279,备固,2020-08-28 18:00,30,,0.9,160,72,0,,8,,32.3
279,备固,2020-08-28 19:00,29.3,0,0.9,110,76,0,,8,,30.3
279,备固,2020-08-28 20:00,29,,1.8,140,73,0,,10,,29.4
279,备固,2020-08-28 21:00,28.2,,0.7,160,78,,,9,,28.8
279,备固,2020-08-28 22:00,28,0,0.4,0,79,,,9,,28.6
279,备固,2020-08-28 23:00,25.9,0,0.7,320,89,,,9,,27.9
279,备固,2020-08-29 0:00,25.9,,0.5,290,92,,,7,,27.6
279,备固,2020-08-29 1:00,25.9,,0.6,320,92,,,8,,27.5
279,备固,2020-08-29 2:00,25.9,,0.2,0,91,,,9,,27.3
279,备固,2020-08-29 3:00,25.3,,0.4,0,93,,,5,,26.7
279,备固,2020-08-29 4:00,24.8,,0.4,0,95,,,5,,26.2
279,备固,2020-08-29 5:00,24.9,,0.8,270,94,,,4,,26.1
279,备固,2020-08-29 6:00,24.9,,0,0,94,0,,4,,26.2
279,备固,2020-08-29 7:00,25.8,,0.5,290,89,0.2,,9,,27.1
279,备固,2020-08-29 8:00,27.8,,0.3,0,78,0.8,,8,,31
279,备固,2020-08-29 9:00,28,,0.7,320,74,0.9,,7,,34.3
279,备固,2020-08-29 10:00,29.2,,1.6,230,68,0.8,,8,,38.4
279,备固,2020-08-29 11:00,30.6,,1,90,67,0.8,,8,,41.2
279,备固,2020-08-29 12:00,30.6,,0.9,200,66,0.4,,7,,39.5
279,备固,2020-08-29 13:00,31.1,,1.6,200,64,0.4,,9,,41.4
279,备固,2020-08-29 14:00,30.7,,2,250,61,0.8,,8,,43.9
279,备固,2020-08-29 15:00,30.8,,1.1,200,64,0.1,,9,,40.5
279,备固,2020-08-29 16:00,31,,1.4,140,63,0,,9,,38.4
279,备固,2020-08-29 17:00,30.5,,1.5,250,67,0.5,,7,,37
279,备固,2020-08-29 18:00,29.9,,0.9,160,68,0,,7,,33.9
279,备固,2020-08-29 19:00,29.2,,0.6,270,71,0,,7,,31.9
279,备固,2020-08-29 20:00,28,,0.8,270,79,,,8,,30.7
279,备固,2020-08-29 21:00,27.6,,0.5,320,82,,,9,,30.1
279,备固,2020-08-29 22:00,25.8,0.3,1.5,290,93,,,10,,29
279,备固,2020-08-29 23:00,25.6,1.9,0.4,0,96,,,10,,28
279,备固,2020-08-30 0:00,25.3,1.6,0.3,0,97,,,9,,27.5
279,备固,2020-08-30 1:00,25.2,,0.6,290,96,,,9,,27.3
279,备固,2020-08-30 2:00,25.2,0.9,0.6,250,96,,,9,,26.9
279,备固,2020-08-30 3:00,24.9,,0.2,0,96,,,8,,26.4
279,备固,2020-08-30 4:00,24.6,,0.2,0,96,,,6,,26.3
279,备固,2020-08-30 5:00,24.4,,0.4,0,97,,,5,,26
279,备固,2020-08-30 6:00,24.7,,0.4,0,96,0,,5,,26.2
279,备固,2020-08-30 7:00,25.4,,0.5,290,96,0.3,,4,,26.7
279,备固,2020-08-30 8:00,25.8,,0.1,0,92,0.1,,4,,28.2
279,备固,2020-08-30 9:00,26.7,,0.4,0,86,0,,7,,30.5
279,备固,2020-08-30 10:00,29.1,,0.5,70,77,0.5,,8,,34.1
279,备固,2020-08-30 11:00,30.2,,0.8,340,73,0.6,,9,,35.5
279,备固,2020-08-30 12:00,31.7,,1.5,340,66,0.7,,7,,39.9
279,备固,2020-08-30 13:00,32.2,,1.3,290,61,1,,7,,41.8
279,备固,2020-08-30 14:00,33.3,,1,360,56,0.7,,8,,42.4
279,备固,2020-08-30 15:00,31.1,0,0.7,320,68,0.6,,8,,39.1
279,备固,2020-08-30 16:00,31.6,,0.7,290,61,0.9,,7,,38.4
279,备固,2020-08-30 17:00,30.6,0,0.8,290,69,0.4,,6,,36.1
279,备固,2020-08-30 18:00,28.8,0,2.7,270,75,0,,8,,32.1
279,备固,2020-08-30 19:00,27.5,0,0.8,320,80,0,,9,,30.1
279,备固,2020-08-30 20:00,26.9,,0.7,20,84,,,10,,28.9
279,备固,2020-08-30 21:00,26.4,0,1.2,70,86,,,10,,28.4
279,备固,2020-08-30 22:00,25.8,0,0.7,110,90,,,10,,27.8
279,备固,2020-08-30 23:00,25.5,0.3,0.8,50,91,,,10,,27.4
279,备固,2020-08-31 0:00,25.5,,0.2,0,90,,,8,,27.3
279,备固,2020-08-31 1:00,25,0.1,0.9,70,92,,,7,,27
279,备固,2020-08-31 2:00,25,0,0.4,0,89,,,8,,26.6
279,备固,2020-08-31 3:00,24.5,,0.6,290,92,,,9,,26.3
279,备固,2020-08-31 4:00,24,,1,270,94,,,8,,25.8
279,备固,2020-08-31 5:00,24.4,0,0.2,0,93,,,9,,25.9
279,备固,2020-08-31 6:00,24.4,,0.2,0,90,0,,9,,25.8
279,备固,2020-08-31 7:00,24.4,,0.7,270,93,0,,6,,26.1
279,备固,2020-08-31 8:00,25,,0.6,290,89,0,,9,,27
279,备固,2020-08-31 9:00,25.2,,0.3,0,88,0,,5,,27.3
279,备固,2020-08-31 10:00,26,,1.4,70,81,0,,9,,28.6
279,备固,2020-08-31 11:00,26.7,,1,90,75,0,,9,,30.7
279,备固,2020-08-31 12:00,27,,1.8,90,73,0,,10,,29.9
279,备固,2020-08-31 13:00,27.2,,1.8,90,71,0,,10,,29.7
279,备固,2020-08-31 14:00,26,,0.8,180,78,0,,8,,29.9
279,备固,2020-08-31 15:00,26.9,,1.3,70,70,0,,8,,30.1
279,备固,2020-08-31 16:00,26.9,0,1,90,71,0,,8,,29.3
279,备固,2020-08-31 17:00,26.8,,1.3,90,71,0,,4,,28.5
279,备固,2020-08-31 18:00,25.9,,2.1,90,72,0,,4,,27.5
279,备固,2020-08-31 19:00,25.4,,1.8,90,73,0,,1,,26.5
